"code","title","address","address_detail","phone","lat","lng","open_date","end_date","start_hhmm","end_hhmm","is_24h","svc_parcel","svc_atm","svc_wine","svc_coffee","svc_smoothie","svc_apple","svc_toto","svc_auto","svc_pickup","svc_chicken","svc_noodle","tobacco_license","first_seen_at","last_seen_at"
"23947","R민락본점","경기도 의정부시 용현로132번길 18","","","37.7403621325918","127.09009041259","2022-07-04","","00:00","00:00",1,1,1,1,1,0,1,0,0,0,1,0,0,"2026-04-29","2026-04-29"
"23980","전주에코시티점","전북특별자치도 전주시 덕진구 세병로 8","107,108호","","35.8755039582893","127.126852921712","2022-07-07","","00:00","00:00",1,1,0,1,1,0,0,0,1,0,1,0,0,"2026-04-29","2026-04-29"
"23982","인천공항청사점","인천광역시 중구 공항로424번길 47","","","37.4403944092737","126.461333677371","2022-07-01","","08:00","18:00",0,1,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"24013","자양스타점","서울특별시 광진구 자양로13길 47","","","37.5341672695454","127.08189441761","2022-07-07","","00:00","00:00",1,1,1,1,1,0,0,0,1,0,0,0,0,"2026-04-29","2026-04-29"
"24041","SMART가평바오키즈점","경기도 가평군 상면 돌아우길 51","","","37.7886452865971","127.321339417746","2022-07-30","","00:00","00:00",1,0,0,0,1,0,0,0,1,0,0,0,0,"2026-04-29","2026-04-29"
"24043","SMART인천공항청사위성점","인천광역시 중구 공항로424번길 47","","","37.4403944092737","126.461333677371","2022-07-01","","00:00","00:00",1,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"24058","R광주하늘마당점","광주광역시 동구 서석로 89","","","35.1497922899163","126.920971566172","2022-07-01","","00:00","00:00",1,1,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"24060","R범천점","부산광역시 부산진구 범일로131번길 82","","","35.1449942355647","129.058769570135","2022-07-07","","00:00","00:00",1,1,1,1,1,0,0,0,0,0,0,1,0,"2026-04-29","2026-04-29"
"24066","수원한화점","경기도 수원시 장안구 만석로20번길 25(정자동)","청솔마을 SK한화아파트 상가","","37.2942676","126.9852775","2022-07-13","","07:00","02:00",0,1,0,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"24072","하복대점","충청북도 청주시 흥덕구 진재로 13","","","36.632424701174","127.429674354209","2022-07-14","","00:00","00:00",1,1,1,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"24075","SMART을지로패션타운점","서울특별시 중구 을지로 227","서울패션벤처타운 B235","","37.5669291250632","127.004389310038","2022-07-05","","00:00","00:00",1,0,0,0,1,0,0,0,1,0,0,1,0,"2026-04-29","2026-04-29"
"24076","마산양덕스타점","경상남도 창원시 마산회원구 합성남로 50-1","","","35.2360833773773","128.587323506956","2022-07-06","","00:00","00:00",1,1,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"24081","진도고군지수점","전라남도 진도군 고군면 지수길 1-3","","","34.4911565257266","126.343202032511","2022-07-07","","06:00","23:00",0,1,0,0,0,0,0,0,0,0,1,0,0,"2026-04-29","2026-04-29"
"24083","마천파크데일점","서울특별시 송파구 성내천로 261","101호","","37.4972270164146","127.154353660275","2022-07-08","","00:00","00:00",1,0,0,1,1,0,0,0,1,0,0,0,0,"2026-04-29","2026-04-29"
"24092","R홍대기숙사점","서울특별시 마포구 와우산로 94","홍익대학교 제2기숙사 B117","","37.5525192523979","126.924990619497","2022-07-11","","00:00","00:00",1,1,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"24094","안성세율2점","경기도 안성시 아양4로 70","라온프라자 1층 104호","","37.0110602742182","127.257042617081","2022-07-12","","08:00","02:00",1,1,0,1,1,0,0,0,0,0,0,1,0,"2026-04-29","2026-04-29"
"24095","R센트럴DMC점","서울특별시 은평구 수색로 200","","","37.5794195375928","126.900673276716","2022-07-14","","00:00","00:00",1,1,1,1,1,0,0,0,1,0,0,0,0,"2026-04-29","2026-04-29"
"24098","부천심곡2동점","경기도 부천시 부일로432번길 17(심곡동)","","","37.4857792735213","126.77808393802","2022-07-07","","08:00","03:00",0,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"24099","익산주공그린점","전북특별자치도 익산시 하나로10길 27","","","35.9611359252937","126.984321108268","2022-07-08","","00:00","00:00",1,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"24100","평택합정스타점","경기도 평택시 조개터로25번길 23","","","36.9898597192033","127.100995575953","2022-07-06","","06:00","00:00",0,1,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
