"code","title","address","address_detail","phone","lat","lng","open_date","end_date","start_hhmm","end_hhmm","is_24h","svc_parcel","svc_atm","svc_wine","svc_coffee","svc_smoothie","svc_apple","svc_toto","svc_auto","svc_pickup","svc_chicken","svc_noodle","tobacco_license","first_seen_at","last_seen_at"
"04671","여수여문점","전라남도 여수시 여문문화길 57-1","","","34.751820530841","127.701782869265","2018-07-07","","08:00","02:00",0,0,1,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"04677","울산동평점","울산광역시 남구 삼산로143번길 23","","","35.5382560823065","129.322048555653","2018-07-09","","06:00","00:00",1,0,0,1,1,0,1,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"04712","연천군남점","경기도 연천군 군남면 군남로 420","","","38.0850253837047","127.019715731969","2018-07-18","","06:00","00:00",0,0,0,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"04717","신갈웰빙점","경기도 용인시 기흥구 신갈로 140","","","37.2791282110557","127.106158007154","2018-07-15","","07:00","01:00",0,0,0,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"04721","대전관저타워점","대전광역시 서구 도안남로 137","","","36.3049195291994","127.335448214684","2018-07-21","","06:00","00:00",1,0,1,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"04731","대전목동점","대전광역시 중구 목동로22번길 16","","","36.3330580092628","127.409160634566","2018-07-25","","07:00","00:00",0,1,0,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"04736","광주도천점","광주광역시 광산구 도천남길 9","","","35.2084820209854","126.816932150797","2018-07-27","","06:00","23:00",0,0,1,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"04739","홍성허브점","충청남도 홍성군 갈산면 천수만로 985","","","36.6023930042078","126.546327970636","2018-07-25","","06:00","23:00",0,0,0,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"04751","신방화점","서울특별시 강서구 양천로24길 43","","","37.5713532813908","126.815569332553","2018-07-31","","06:00","00:00",0,1,0,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"04756","대구본리점","대구광역시 달서구 구마로 137","","","35.8376180734416","128.542734679083","2018-07-31","","00:00","00:00",1,1,1,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"04777","구리토평점","경기도 구리시 벌말로129번길 70","","","37.589880332411","127.145539760274","2018-07-27","","06:00","01:00",0,0,1,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"04784","도봉법원점","서울특별시 도봉구 마들로 735-8","","","37.676180288621","127.047817507048","2018-07-31","","00:00","00:00",1,0,1,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
