code,title,sido,sigungu,lat,lng,first_seen_at,last_seen_at
VFV77,GS25부산부평점,부산,중구,35.1020687197606,129.024950462147,2026-04-30,2026-04-30
VFV78,GS25마두으뜸점,경기,고양시,37.662915740817,126.787445283371,2026-04-30,2026-04-30
VFV79,GS25묵동중앙점,서울,중랑구,37.6078979643885,127.076319468059,2026-04-30,2026-04-30
VFV85,GS25천천한일점,경기,수원시,37.302417333851,126.974246278709,2026-04-30,2026-04-30
VFV86,GS25수내행운점,경기,성남시,37.3652482985308,127.125787466608,2026-04-30,2026-04-30
VFV92,GS25대구군위점,대구,군위군,36.2400066152848,128.567926436905,2026-04-30,2026-04-30
VFV94,GS25김포글로벌캠퍼스점,경기,김포시,37.6513043328648,126.6793320716,2026-04-30,2026-04-30
VFV96,GS25학익트루엘점,인천,미추홀구,37.4469433766522,126.668814261011,2026-04-30,2026-04-30
VFV97,GS25상남오거리점,경남,창원시,35.2192058833306,128.684525253361,2026-04-30,2026-04-30
VFV98,GS25경주시청점,경북,경주시,35.8528869884771,129.226406260528,2026-04-30,2026-04-30
VFW22,GS25마곡랜드마크점,서울,강서구,37.5664322757172,126.840184374449,2026-04-30,2026-04-30
VFW23,GS25여주하리점,경기,여주시,37.2967808389138,127.630674710826,2026-04-30,2026-04-30
VFW26,GS25향남우리점,경기,화성시,37.1311248963112,126.917035529668,2026-04-30,2026-04-30
VFW27,GS25정왕유호점,경기,시흥시,37.3355134706425,126.730532908771,2026-04-30,2026-04-30
VFW28,GS25방림중앙점,광주,남구,35.1314181099111,126.923252497489,2026-04-30,2026-04-30
VFW29,GS25루원타운점,인천,서구,37.5263958763965,126.672009480453,2026-04-30,2026-04-30
VFW33,GS25광희문점,서울,중구,37.5621694250463,127.010554230875,2026-04-30,2026-04-30
VFW34,GS25한강푸르지오점,경기,김포시,37.641011347585,126.623020062105,2026-04-30,2026-04-30
VFW36,GS25사천엘크루점,경남,사천시,35.0621766887929,128.068657747645,2026-04-30,2026-04-30
VFW37,GS25수유으뜸점,서울,강북구,37.6309820625568,127.019228536529,2026-04-30,2026-04-30
VFW38,GS25마포풍림점,서울,마포구,37.5462224834545,126.952167820582,2026-04-30,2026-04-30
VFW39,GS25당진비발디점,충남,당진시,36.9059295852104,126.642435818592,2026-04-30,2026-04-30
VFW43,GS25구미아이파크더샵점,경북,구미시,36.1312538465992,128.335734407328,2026-04-30,2026-04-30
VFW44,GS25NC소프트점,경기,성남시,37.3993842042058,127.108065939928,2026-04-30,2026-04-30
VFW45,GS25대전대정점,대전,유성구,36.3143464809902,127.321081542551,2026-04-30,2026-04-30
VFW46,GS25생각공장당산점,서울,영등포구,37.5203504426362,126.898296868445,2026-04-30,2026-04-30
VFW47,GS25선운산리조트점,전북,고창군,35.5036741649308,126.585104260685,2026-04-30,2026-04-30
VFW48,GS25경희대기숙사2점,경기,용인시,37.2449127197286,127.078845429984,2026-04-30,2026-04-30
VFW49,GS25궐동승리점,경기,오산시,37.1563537628827,127.05383407043,2026-04-30,2026-04-30
VFW53,GS25동탄타워점,경기,화성시,37.2107912313374,127.08975996224,2026-04-30,2026-04-30
VFW57,GS25형곡중앙점,경북,구미시,36.109126759648,128.332618654872,2026-04-30,2026-04-30
VFW58,GS25화북진서로점,제주,제주시,33.520478537314,126.563459854016,2026-04-30,2026-04-30
VFW62,GS25울산아이파크점,울산,남구,35.5369189536006,129.297801964175,2026-04-30,2026-04-30
VFW63,GS25역삼성보점,서울,강남구,37.5024392222268,127.046809917122,2026-04-30,2026-04-30
VFW64,GS25용화센트럴점,충남,아산시,36.7717558615546,127.009287115289,2026-04-30,2026-04-30
VFW65,GS25청주봉명점,충북,청주시,36.6437311919976,127.461612639892,2026-04-30,2026-04-30
VFW66,GS25원주행복주택점,강원,원주시,37.3707531545954,127.966365797978,2026-04-30,2026-04-30
VFW67,GS25연동베두리점,제주,제주시,33.4909751921495,126.496211466109,2026-04-30,2026-04-30
VFW68,GS25완주행복점,전북,완주군,35.9588838225906,127.122200539716,2026-04-30,2026-04-30
VFW72,GS25서면금호점,전남,순천시,34.9831406594362,127.499501585582,2026-04-30,2026-04-30
VFW73,GS25금오공대점,경북,구미시,36.1393147647605,128.396337595995,2026-04-30,2026-04-30
VFW74,GS25온산한국점,울산,울주군,35.4298047571025,129.311254139207,2026-04-30,2026-04-30
VFW75,GS25과천상상자이점,경기,과천시,37.4166045815693,126.975675467222,2026-04-30,2026-04-30
VFW76,GS25영종신명점,인천,중구,37.4858440564072,126.556943229106,2026-04-30,2026-04-30
VFW78,GS25양산드림점,경남,양산시,35.3369742739581,129.02765916117,2026-04-30,2026-04-30
VFW79,GS25마장중앙점,서울,성동구,37.5636181981149,127.040938442747,2026-04-30,2026-04-30
VFW82,GS25오남금호점,경기,남양주시,37.677685540302,127.208162419751,2026-04-30,2026-04-30
VFW83,GS25크라운점,제주,제주시,33.4905055803492,126.493174483215,2026-04-30,2026-04-30
VFW85,GS25화명삼한힐파크점,부산,북구,35.2358867640979,129.018909999497,2026-04-30,2026-04-30
VFW86,GS25남외푸르지오점,울산,중구,35.5647467700716,129.350680066988,2026-04-30,2026-04-30
VFW87,GS25서면롯데점,부산,부산진구,35.1579025528007,129.056263014996,2026-04-30,2026-04-30
VFW88,GS25일산형제점,경기,고양시,37.7004148289013,126.798810152884,2026-04-30,2026-04-30
VFW89,GS25천안신풍점,충남,천안시,36.7384838543921,127.268654465339,2026-04-30,2026-04-30
VFW92,GS25분당지웰점,경기,성남시,37.381613724251,127.117524149734,2026-04-30,2026-04-30
VFW94,GS25이매아름점,경기,성남시,37.4007745130268,127.121682214873,2026-04-30,2026-04-30
VFW95,GS25유성청구나래점,대전,유성구,36.4017173891193,127.403046414903,2026-04-30,2026-04-30
VFW96,GS25가평이편한점,경기,가평군,37.8279571487142,127.507593912722,2026-04-30,2026-04-30
VFW99,GS25장학춘천로점,강원,춘천시,37.8946276853467,127.753801867155,2026-04-30,2026-04-30
VFX23,GS25진안본점,전북,진안군,35.791761075095,127.429015279979,2026-04-30,2026-04-30
VFX26,GS25곡반프리미엄점,경기,수원시,37.2346016927695,127.027738086816,2026-04-30,2026-04-30
VFX28,GS25석봉센터점,대전,대덕구,36.4502059649933,127.425533720216,2026-04-30,2026-04-30
VFX29,GS25마석삼익점,경기,남양주시,37.6648049944872,127.304802828796,2026-04-30,2026-04-30
VFX33,GS25장안벤처빌점,서울,동대문구,37.5685353952959,127.06880182939,2026-04-30,2026-04-30
VFX34,GS25일광오션뷰점,부산,기장군,35.30439368693,129.256920456667,2026-04-30,2026-04-30
VFX35,GS25남대구세무서점,대구,남구,35.8400189031587,128.564202134533,2026-04-30,2026-04-30
VFX36,GS25동탄일등점,경기,화성시,37.2069350047371,127.093354917889,2026-04-30,2026-04-30
VFX38,GS25신림동산점,서울,관악구,37.4786337859039,126.928904350758,2026-04-30,2026-04-30
VFX42,GS25진부오대산점,강원,평창군,37.6806176623275,128.597210678361,2026-04-30,2026-04-30
VFX43,GS25교하청석스포츠센터점,경기,파주시,37.7347903550584,126.720168321726,2026-04-30,2026-04-30
VFX44,GS25다산자이점,경기,남양주시,37.627019532477,127.151001080975,2026-04-30,2026-04-30
VFX45,GS25연산주공점,전남,목포시,34.812735247803,126.381789592442,2026-04-30,2026-04-30
VFX46,GS25삼정성도점,경남,김해시,35.2340867189661,128.896874486916,2026-04-30,2026-04-30
VFX47,GS25평촌푸르지오점,경기,안양시,37.3969604228409,126.939745221505,2026-04-30,2026-04-30
VFX48,GS25대구상동점,대구,수성구,35.8341402313742,128.614135433925,2026-04-30,2026-04-30
VFX52,GS25시흥칠성점,경기,시흥시,37.3428170266335,126.747079020565,2026-04-30,2026-04-30
VFX53,GS25주안하이텔점,인천,미추홀구,37.4599466047901,126.678576008144,2026-04-30,2026-04-30
VFX54,GS25목동시장점,서울,양천구,37.5384041406396,126.867446520677,2026-04-30,2026-04-30
