"code","title","address","address_detail","phone","lat","lng","open_date","end_date","start_hhmm","end_hhmm","is_24h","svc_parcel","svc_atm","svc_wine","svc_coffee","svc_smoothie","svc_apple","svc_toto","svc_auto","svc_pickup","svc_chicken","svc_noodle","tobacco_license","first_seen_at","last_seen_at"
"07794","강남대학사점","경기도 용인시 기흥구 강남로 40(구갈동)","심전2관 B105호","","37.2741253924992","127.132099903261","2020-03-18","","00:00","00:00",1,0,0,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"07974","경주외동점","경상북도 경주시 외동읍 입실로 40","","","35.711966563618","129.325529227412","2020-03-04","","00:00","00:00",1,1,0,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"07987","수원비발디점","경기도 수원시 권선구 효원로256번길 33","","","37.2604143104922","127.029289619856","2020-03-03","","00:00","00:00",1,1,1,1,1,0,1,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"07989","경주석계관문점","경상북도 경주시 외동읍 관문로 1041","","","35.6696172841679","129.301793503127","2020-03-04","","00:00","00:00",1,0,1,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"08005","제천하소주공점","충청북도 제천시 하소로 99","","","37.1448651821275","128.197734024469","2020-03-12","","07:00","01:00",1,0,0,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"08020","대전용문빌리지점","대전광역시 서구 도솔로499번길 52","","","36.3428104422948","127.400408060611","2020-03-05","","00:00","00:00",1,1,0,1,1,0,0,0,1,0,0,0,0,"2026-04-29","2026-04-29"
"08030","이천(통영방향)휴게소소모품점","경기도 이천시 마장면 중부대로609번길 244-35","","","37.2645721093162","127.403653494041","2020-03-03","","06:00","00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"08031","구리(퇴계원방향)휴게소소모품점","경기도 구리시 서울외곽순환고속도로 32","","","37.627790761478","127.139364626978","2020-03-03","","00:00","00:00",1,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"08047","사당역점","서울특별시 동작구 남부순환로 2045","","","37.4767589123243","126.975984039586","2020-03-11","","00:00","00:00",1,0,0,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"08051","청주용암중앙점","충청북도 청주시 상당구 낙영로 11","1층","","36.616954126026","127.507607944079","2020-03-10","","07:00","01:00",0,0,0,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"08061","부산금사역점","부산광역시 금정구 반송로 476-2(금사동)","","","35.2157637435139","129.115667531914","2020-03-12","","06:00","00:00",1,1,1,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"08064","진주혁신도시점","경상남도 진주시 충의로 67(충무공동, 혁신도시엘에이치아파트5단지)","103,104호","","35.1791996328479","128.151552300769","2020-03-13","","07:00","00:00",0,0,0,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"08077","self위워크디자이너클럽점","서울특별시 강남구 선릉로 818","","","37.5247412405926","127.040052824742","2020-03-16","","00:00","00:00",1,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"08078","self위워크선릉3호점","서울특별시 강남구 선릉로 428","","","37.5033532547808","127.049875769645","2020-03-16","","00:00","00:00",1,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"08079","self위워크삼성1호점","서울특별시 강남구 테헤란로 507","","","37.5076652238165","127.057726163073","2020-03-16","","00:00","00:00",1,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"08080","self위워크삼성2호점","서울특별시 강남구 테헤란로 518","","","37.5075910839105","127.060579419429","2020-03-16","","00:00","00:00",1,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"08081","self위워크선릉1호점","서울특별시 강남구 테헤란로 302","","","37.5024293698973","127.043474980423","2020-03-23","","00:00","00:00",1,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"08082","self위워크선릉2호점","서울특별시 강남구 테헤란로 427","","","37.5063702427027","127.053641718718","2020-03-23","","00:00","00:00",1,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"08083","self위워크역삼2점","서울특별시 강남구 테헤란로26길 14","","","37.499276489658","127.035940212831","2020-03-23","","00:00","00:00",1,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"08084","self위워크강남2점","서울특별시 강남구 테헤란로5길 7","","","37.4992701289378","127.029280313995","2020-03-23","","00:00","00:00",1,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"08085","self위워크여의도점","서울특별시 영등포구 의사당대로 83","","","37.5233667660094","126.923451000009","2020-03-23","","00:00","00:00",1,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"08086","self위워크홍대점","서울특별시 마포구 양화로 147","","","37.5560489907799","126.922054171124","2020-03-23","","00:00","00:00",1,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"08088","self위워크서울스퀘어점","서울특별시 중구 한강대로 416","","","37.555503632236","126.973751343837","2020-03-30","","00:00","00:00",1,0,0,0,0,0,0,0,1,0,0,0,0,"2026-04-29","2026-04-29"
"08089","self위워크종로타워점","서울특별시 종로구 계동길 51","","","37.579590490291","126.986619156804","2020-03-30","","00:00","00:00",1,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"08093","우송대청운점","대전광역시 동구 동대전로183번길 1","101호","","36.3380624754112","127.447996292225","2020-03-13","","07:00","01:00",0,1,1,1,1,0,1,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"08099","경복대점","경기도 남양주시 진접읍 경복대로 425-38","1층 일부","","37.7351068104623","127.211591808556","2020-03-16","","08:00","22:00",0,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"08105","원주연세점","강원특별자치도 원주시 흥업면 세동길 15-1","현대아파트","","37.2797696963666","127.911497756689","2020-03-17","","08:00","01:00",0,1,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"08108","아산테크노벨리점","충청남도 아산시 둔포면 아산밸리중앙로 102","","","36.9232628635791","127.059354521828","2020-03-23","","08:00","22:00",0,0,1,0,0,0,0,1,0,0,0,0,0,"2026-04-29","2026-04-29"
"08109","창동현대타운점","서울특별시 도봉구 도봉로114길 22-8","","","37.6471181492246","127.035269588373","2020-03-16","","07:00","01:00",0,1,1,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"08113","고성천진해변점","강원특별자치도 고성군 토성면 천진해변길 27","","","38.259205896342","128.559286646925","2020-03-27","","00:00","00:00",1,0,0,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"08132","대전부사신일점","대전광역시 중구 대종로295번길 15","","","36.312004891364","127.435454058427","2020-03-17","","06:00","00:00",0,1,0,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"08138","전주모래내점","전북특별자치도 전주시 덕진구 건산로 30","1층","","35.83358526403","127.141060983175","2020-03-18","","00:00","00:00",1,0,1,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"08139","반포레드점","서울특별시 서초구 신반포로 177","","","37.5060995475667","127.003407328203","2020-03-18","","09:00","22:00",0,0,0,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"08140","아산친오애점","충청남도 아산시 신창면 행목로 217","","","36.7831816809682","126.953698910096","2020-03-31","","06:00","00:00",0,1,1,1,1,0,0,0,1,0,0,0,0,"2026-04-29","2026-04-29"
"08142","광진코지웰점","서울특별시 광진구 능동로19길 35(화양동, 광진 코지웰)","","","37.547068014965","127.07184990385","2020-03-18","","00:00","00:00",1,0,1,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"08148","부평문화점","인천광역시 부평구  부평문화로141번길 28","","","37.4953136096717","126.732292120956","2020-03-19","","06:00","00:00",0,0,0,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"08153","예산고덕봉산점","충청남도 예산군 봉산면 예덕로 520","","","36.7430642058068","126.698707184404","2020-03-19","","00:00","00:00",1,0,0,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
