"code","title","address","address_detail","phone","lat","lng","open_date","end_date","start_hhmm","end_hhmm","is_24h","svc_parcel","svc_atm","svc_wine","svc_coffee","svc_smoothie","svc_apple","svc_toto","svc_auto","svc_pickup","svc_chicken","svc_noodle","tobacco_license","first_seen_at","last_seen_at"
"01792","안산관산점","경기도 안산시 단원구 관산길 22(원곡동)","1층","","37.331448762892","126.798664848671","2016-05-16","","00:00","00:00",1,1,0,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"01808","서면비락점","부산광역시 부산진구 서면로68번길35","","","35.1554507616782","129.058501115477","2016-05-16","","00:00","00:00",1,0,0,1,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"01809","충주지웰점","충청북도 충주시 대소원면 첨단산업2로 42(충주지웰)","","","36.9883883748359","127.829500709684","2016-05-20","","06:00","00:00",0,1,0,1,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"01819","평택삼양점","경기도 평택시 팽성읍 안정쇼핑로 28-2","","","36.9604455144269","127.04563611271","2016-05-27","","07:00","01:00",0,0,1,1,1,0,1,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"01842","송도탑스빌점","부산광역시 서구 충무대로 56","","","35.0779097668518","129.018577031712","2016-05-31","","07:00","00:00",0,1,0,1,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
