"code","title","address","address_detail","phone","lat","lng","open_date","end_date","start_hhmm","end_hhmm","is_24h","svc_parcel","svc_atm","svc_wine","svc_coffee","svc_smoothie","svc_apple","svc_toto","svc_auto","svc_pickup","svc_chicken","svc_noodle","tobacco_license","first_seen_at","last_seen_at"
"29656","구서두실행운점","부산광역시 금정구 두실로15번길 27","1층","","35.2593376062697","129.089629955062","2025-09-02","","06:00","02:00",0,1,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"29658","청담르엘점","서울특별시 강남구 학동로101길 21","","","37.5217835219323","127.057129570826","2025-09-15","","00:00","00:00",1,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"29665","문경전통시장점","경상북도 문경시 문경읍 주흘로 49","","","36.735434338219","128.109221491124","2025-09-03","","06:00","01:00",0,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"29666","동서울대학교점","경기도 성남시 수정구 복정로 76","학산도서관 1층","","37.4582854421752","127.128844391431","2025-09-06","","08:30","17:00",0,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"29671","부산구포점","부산광역시 북구 시랑로 138","1층","","35.1951256237797","129.010506048656","2025-09-05","","06:00","01:00",0,1,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"29672","안성(서울)휴게소점","경기도 안성시 원곡면 경부고속도로 372","","","37.0767728142858","127.132497850726","2025-09-01","","00:00","00:00",1,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"29673","시화산업센터점","경기도 안산시 단원구 번영로 181","","","37.3250367388149","126.741276209593","2025-09-02","","07:00","00:00",0,1,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"29674","김해활천사거리점","경상남도 김해시 활천로 6","","","35.2280770096787","128.894204483649","2025-09-05","","05:00","00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"29678","경동대양주캠퍼스점","경기도 양주시 경동대학로 27","","","37.8094617290224","127.070529685828","2025-09-02","","00:00","00:00",1,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"29679","산본센트로점","경기도 군포시 산본천로 56","","","37.3604094996489","126.929994984358","2025-09-02","","07:00","01:00",0,0,0,1,1,0,0,0,1,0,0,0,0,"2026-04-29","2026-04-29"
"29682","수유센트럴점","서울특별시 강북구 노해로27길 47","상가1층","","37.6461932876582","127.021396497658","2025-09-02","","07:00","02:00",0,1,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"29684","안양비전점","경기도 안양시 만안구 수리산로28번길 3","","","37.3879115712675","126.929826124615","2025-09-29","","06:00","01:00",0,1,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"29685","고성조선특구점","경상남도 고성군 동해면 조선특구로 2011-4","1층","","35.0548651158561","128.474306508841","2025-09-15","","06:00","00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"29686","원창그랜드점","인천광역시 서구 북항로120번길 77","","","37.5138459801824","126.634683785288","2025-09-04","","06:00","21:00",0,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"29689","R속초썬라이즈점","강원특별자치도 속초시 청초호반로 291","","","38.2018355377244","128.588853599693","2025-09-04","","07:00","00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"29690","고양연합생활관점","경기도 고양시 덕양구 원흥1로 23","대학생연합생활관 1층","","37.6507516907448","126.866858154802","2025-09-08","","00:00","00:00",1,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"29691","주안월드스테이트점","인천광역시 남구 주안로 226","더월드스테이트 1단지 중심상가동 102호","","37.4630062676669","126.695299240354","2025-09-09","","06:00","01:00",0,1,0,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"29692","여수오션힐점","전라남도 여수시 돌산읍 강남해안로 81","","","34.7187013202116","127.746388592445","2025-09-10","","00:00","00:00",1,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"29693","부산중앙제일점","부산광역시 중구 중앙대로41번길 14-1","","","35.101149102466","129.034765045633","2025-09-17","","00:00","00:00",1,1,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"29694","협성대학생회관점","경기도 화성시 봉담읍 최루백로 72","학생회관","","37.2132508835744","126.953622970263","2025-09-05","","08:00","00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
