"code","title","address","address_detail","phone","lat","lng","open_date","end_date","start_hhmm","end_hhmm","is_24h","svc_parcel","svc_atm","svc_wine","svc_coffee","svc_smoothie","svc_apple","svc_toto","svc_auto","svc_pickup","svc_chicken","svc_noodle","tobacco_license","first_seen_at","last_seen_at"
"21505","경희대정경대점","서울특별시 동대문구 경희대로 26","정경대","","37.5939491407769","127.054890960564","2021-03-31","","00:00","00:00",1,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"21808","R경희대청운관점","서울특별시 동대문구 경희대로 26-6","","","37.5937443884234","127.053223139329","2021-03-04","","00:00","00:00",1,0,0,0,1,0,1,0,1,0,0,1,0,"2026-04-29","2026-04-29"
"21810","경희대의과대점","서울특별시 동대문구 경희대로 26","","","37.5939491407769","127.054890960564","2021-03-08","","00:00","00:00",1,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"21813","수유청수점","서울특별시 강북구 인수봉로55길 8","","","37.6368910962302","127.012443498069","2021-03-03","","00:00","00:00",1,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"21815","상지대동악관점","강원특별자치도 원주시 상지대길 83","","","37.3691192870386","127.929915065919","2021-03-08","","00:00","00:00",1,0,0,0,0,0,0,0,1,0,0,0,0,"2026-04-29","2026-04-29"
"21816","대전도마센터점","대전광역시 서구 도마6길 120","","","36.3174514988291","127.380202282663","2021-03-18","","06:00","01:00",0,1,0,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"21821","고대타이거플라자점","서울특별시 성북구 안암로 145","타이거플라자","","37.5887034223667","127.031698331241","2021-03-09","","00:00","00:00",1,0,0,0,0,0,1,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"21827","서구공촌점","인천광역시 서구 심곡로 208","","","37.5515103659745","126.682429143277","2021-03-09","","06:00","01:00",1,1,1,1,1,0,0,1,0,0,0,0,0,"2026-04-29","2026-04-29"
"21829","대구대현점","대구광역시 북구 대현남로5길 2","","","35.8816238983992","128.607248101623","2021-03-05","","07:00","01:00",0,1,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"21831","구례명지점","전라남도 구례군 구례읍 동편제길 42","","","35.2155967417202","127.459532682034","2021-03-09","","00:00","00:00",1,0,0,1,1,0,0,0,1,0,1,1,0,"2026-04-29","2026-04-29"
"21832","여수스위트엠점","전라남도 여수시 도원로 233","","","34.7612822904449","127.656953417642","2021-03-10","","00:00","00:00",1,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"21836","R익산어양드림점","전북특별자치도 익산시 무왕로20길 20-2","","","35.9570059679756","126.979916775102","2021-03-12","","00:00","00:00",1,0,0,1,1,0,0,0,1,0,1,1,0,"2026-04-29","2026-04-29"
"21837","전주산정타운점","전북특별자치도 전주시 덕진구 산정2길 8","","","35.837154077747","127.169700775437","2021-03-12","","08:00","03:00",0,1,0,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"21847","양산범어원룸점","경상남도 양산시 물금읍 화합3길 9 (범어리)","","","35.3297830893585","129.00822032352","2021-03-15","","00:00","00:00",1,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"21848","청주분평5단지점","충청북도 청주시 서원구 분평로 95","","","36.6084347413192","127.495988182069","2021-03-15","","00:00","00:00",1,1,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"21849","R철원군탄로점","강원특별자치도 철원군 갈말읍 군탄로 86","","","38.1491415716845","127.310758667083","2021-03-15","","00:00","00:00",1,1,1,1,1,0,1,0,1,0,0,1,0,"2026-04-29","2026-04-29"
"21855","화성프리미엄점","경기도 화성시 팔탄면 버들로 1366","","","37.1263358160366","126.856610334059","2021-03-15","","06:00","23:00",0,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"21857","충청대학교점","충청북도 청주시 흥덕구 강내면 월곡길 38","","","36.6187308679208","127.369816178677","2021-03-15","","00:00","00:00",1,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"21860","나주호수공원점","전라남도 나주시 중야2길 20","","","35.0164868204757","126.785298617103","2021-03-19","","00:00","00:00",1,1,0,1,1,0,0,0,1,0,0,1,0,"2026-04-29","2026-04-29"
"21874","검단사거리점","인천광역시 서구 완정로 172","","","37.6026004980209","126.657426885404","2021-03-29","","00:00","00:00",1,1,1,1,1,0,1,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"21876","경주터미널점","경상북도 경주시 강변로 184","","","35.8397583963703","129.202462948385","2021-03-24","","06:00","23:00",0,1,0,1,0,0,0,0,0,0,0,1,0,"2026-04-29","2026-04-29"
