"code","title","address","address_detail","phone","lat","lng","open_date","end_date","start_hhmm","end_hhmm","is_24h","svc_parcel","svc_atm","svc_wine","svc_coffee","svc_smoothie","svc_apple","svc_toto","svc_auto","svc_pickup","svc_chicken","svc_noodle","tobacco_license","first_seen_at","last_seen_at"
"03130","서산동문타운점","충청남도 서산시  학동11로 16 (동문동)","","","36.7855164600152","126.460912006616","2017-07-17","","06:00","00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"03131","마곡에코점","서울특별시 강서구 마곡중앙로 161-11(마곡동)","","","37.5679745986878","126.826720979429","2017-07-12","","07:00","01:00",0,1,0,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"03133","부천여고점","경기도 부천시 부일로 287-22","","","37.4886830707527","126.762082060022","2017-07-10","","07:00","00:00",0,1,1,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"03138","진해석동센터점","경상남도 창원시 진해구 석동로30번길 26","아이스빈","","35.152250303323","128.703290336659","2017-07-14","","08:00","02:00",0,1,0,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"03153","간석오거리점","인천광역시 남동구 경인로 644번길 8","","","37.4673437850864","126.708723337278","2017-07-18","","00:00","00:00",1,1,1,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"03154","광주목동점","경기도 광주시 진토길 83","","","37.382065347498","127.205590333171","2017-07-19","","06:00","00:00",0,1,1,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"03155","안양비산점","경기도 안양시 동안구 평촌대로 411번길 48","1층","","37.407788225965","126.947411206217","2017-07-19","","07:00","01:00",0,0,0,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"03156","관악조원점","서울특별시 관악구  조원로 79 (신림동)","","","37.4844574386503","126.911159494235","2017-07-17","","07:00","01:00",0,0,1,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"03176","강릉올림픽파크점","강원특별자치도 강릉시 수리골길22번길 4 (포남동)","","","37.7728778476955","128.900505146004","2017-07-21","","05:00","23:00",0,0,0,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"03185","충주기업도시점","충청북도 충주시 주덕읍 화개3길 25","","","37.0068405333781","127.816918027684","2017-07-27","","05:00","23:00",0,0,0,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"03187","태안만리포점","충청남도 태안군 소원면 서해로 1","","","36.7856059900004","126.142972400939","2017-07-27","","06:00","00:00",0,0,0,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"03195","용인보정로드점","경기도 용인시 기흥구 용구대로2469번길 64(보정동)","","","37.31232989113","127.105349703393","2017-07-29","","08:00","00:00",0,0,0,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"03211","충주동량점","충청북도 충주시 동량면 용교리 28-1","","","37.0317830709337","127.927504387605","2017-07-28","","06:00","00:00",0,0,0,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"03212","보은레이크힐스호텔점","충청북도 보은군 속리산면 법주사로 293","","","36.533583043954","127.824750681908","2017-07-29","","07:00","22:00",0,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"03224","양산소주점","경상남도 양산시 소주회야로 45-20","","","35.4068736090859","129.157964045132","2017-07-31","","00:00","00:00",1,0,0,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
