"code","title","address","address_detail","phone","lat","lng","open_date","end_date","start_hhmm","end_hhmm","is_24h","svc_parcel","svc_atm","svc_wine","svc_coffee","svc_smoothie","svc_apple","svc_toto","svc_auto","svc_pickup","svc_chicken","svc_noodle","tobacco_license","first_seen_at","last_seen_at"
"03461","용산메가트리움점","서울특별시 용산구  한강대로43길 8","벽산메가트리움 104동 210호","","37.5325823332194","126.969753021045","2017-10-02","","00:00","00:00",1,1,0,1,1,0,1,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"03467","용현낙섬서로점","인천광역시 미추홀구 낙섬서로18번길 27-4","-","","37.450546067422","126.635804983923","2017-10-01","","06:00","02:00",1,1,1,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"03491","오창이안점","충청북도 청주시 청원구 오창읍 오창중앙로 85","","","36.7070146677717","127.420168899","2017-10-01","","07:00","01:00",0,1,0,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"03504","대전용전글로벌점","대전광역시 동구  계족로 516","글로벌튼튼병원1층","","36.3578409027445","127.433204658778","2017-10-16","","07:00","23:00",0,1,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"03511","시흥새피앙점","경기도 시흥시 옥구천서로 373번길9(정왕동)","","","37.3556253467947","126.726170975503","2017-10-20","","00:00","00:00",1,1,0,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"03513","괴정제일점","부산광역시 사하구  사리로 10 (괴정동)","","","35.1007238635641","128.999674002573","2017-10-21","","06:00","00:00",0,0,0,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"03514","포천신읍점","경기도 포천시 왕방로 118번길 39","1층","","37.8922292404042","127.195152198246","2017-10-25","","07:00","23:00",0,1,0,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"03515","아산모종타운점","충청남도 아산시 삼동로28번길 55-2","","","36.7817333800308","127.01689096944","2017-10-16","","07:00","01:00",0,1,1,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"03534","남동공단점","인천광역시 남동구 앵고개로 448(고잔동)","1층","","37.397985651839","126.689627107759","2017-10-30","","06:00","00:00",0,0,0,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"03536","주월광복촌점","광주광역시 남구 서문대로749번길 11(주월동)","","","35.1260428092541","126.896419428925","2017-10-31","","07:00","01:00",0,0,1,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"03537","효창파크점","서울특별시 용산구  백범로 278 (효창동)","","","37.5396091672843","126.960113360632","2017-10-27","","07:00","01:00",0,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"03538","용인외대입구점","경기도 용인시 처인구 모현읍 외대로54번길 9","","","37.3347015155471","127.255585987721","2017-10-29","","07:00","00:00",0,1,0,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"03554","구월신세계점","인천광역시 남동구 호구포로 868(구월동)","1층","","37.4597040959258","126.720231359947","2017-10-31","","00:00","00:00",1,0,1,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"03562","분당한솔마을점","경기도 성남시 분당구 정자로 143(정자동,한솔마을LG아파트)","","","37.3644498769797","127.120569318684","2017-10-31","","07:00","00:00",0,1,0,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"03565","부여규암점","충청남도 부여군 규암면 호수로 3","","","36.2708964911064","126.860604845255","2017-10-31","","06:00","00:00",0,1,0,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"03566","대구구암역점","대구광역시 북구  태암남로 29 (구암동)","","","35.9254251783793","128.550678290469","2017-10-31","","07:00","01:00",0,0,1,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"03573","대구본점","대구광역시 중구 동성로 49-2 (동성로2가)","","","35.8713037860903","128.595452941315","2017-10-31","","06:00","01:00",1,1,0,1,1,0,1,0,0,0,1,0,0,"2026-04-29","2026-04-29"
