"code","title","address","address_detail","phone","lat","lng","open_date","end_date","start_hhmm","end_hhmm","is_24h","svc_parcel","svc_atm","svc_wine","svc_coffee","svc_smoothie","svc_apple","svc_toto","svc_auto","svc_pickup","svc_chicken","svc_noodle","tobacco_license","first_seen_at","last_seen_at"
"03851","동대문황물로점","서울특별시 동대문구 황물로 111","","","37.5690457922923","127.051850062854","2018-01-04","","06:00","00:00",0,0,1,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"03862","부산신선대점","부산광역시 남구 신선로 219","1층","","35.1106845605805","129.088252113297","2018-01-01","","00:00","00:00",1,0,0,1,1,0,0,1,0,0,0,0,0,"2026-04-29","2026-04-29"
"03876","울산서동원룸점","울산광역시 중구 병영성4길 111","","","35.5797943433024","129.343764648619","2018-01-11","","07:00","01:00",0,1,1,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"03879","사하오렌지점","부산광역시 사하구 장림번영로 96","","","35.0800213018708","128.97544336672","2018-01-06","","06:00","00:00",0,0,0,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"03907","울산무거한라점","울산광역시 남구 신복로46번길 28","","","35.5518911054532","129.25853204573","2018-01-15","","06:00","00:00",0,1,0,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"03913","대구현대점","대구광역시 중구 달구벌대로 2081-24","","","35.8670574173768","128.591336727193","2018-01-18","","07:00","00:00",0,0,0,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"03914","서산팔봉로드점","충청남도 서산시 팔봉면 팔봉2로 36","","","36.7749930348343","126.357460320027","2018-01-26","","00:00","00:00",1,0,1,0,1,0,0,0,0,0,0,1,0,"2026-04-29","2026-04-29"
"03925","세종더다정점","세종특별자치시 다정중앙로 51","더다정빌딩 108호","","36.4949998909209","127.248559037151","2018-01-20","","06:00","00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"03932","종로3가점","서울특별시 종로구 율곡로8길 101","","","37.5728155838605","126.991920262777","2018-01-31","","06:00","00:00",0,0,0,1,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"03936","상주낙양중앙점","경상북도 상주시 경상대로 2943","","","36.4099977814457","128.151030644101","2018-01-21","","00:00","00:00",1,1,1,1,1,0,0,0,0,0,1,0,0,"2026-04-29","2026-04-29"
"03937","창원홈런점","경상남도 창원시 성산구 용지로 93","1층","","35.2242800575499","128.677151591476","2018-01-12","","00:00","00:00",1,1,0,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"03941","분당경남점","경기도 성남시 분당구 판교로 519","","","37.4067423874518","127.131457368064","2018-01-21","","07:00","01:00",0,0,0,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"03942","동두천지행주공점","경기도 동두천시 삼육사로1002번길 97","","","37.895012841177","127.059702673997","2018-01-24","","06:00","01:00",0,1,0,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"03943","군자CGV점","서울특별시 광진구 능동로 285","","","37.5555209463909","127.0781727575","2018-01-29","","06:00","00:00",1,0,0,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"03949","울산온양외광점","울산광역시 울주군 온양읍 광청로 460","","","35.4364947034552","129.24499431857","2018-01-23","","06:00","22:00",0,0,0,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"03955","삼성119점","서울특별시 강남구 봉은사로 478","1층 109호","","37.5126363099479","127.052772890864","2018-01-19","","07:00","01:00",0,0,0,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"03971","구월클로버점","인천광역시 남동구 호구포로764번길 92","","","37.4501670837659","126.724179885916","2018-01-31","","06:00","02:00",0,1,0,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"03982","청주대점","충청북도 청주시 청원구 상당로302번길 121","1층","","36.6531463228308","127.494359916744","2018-01-25","","00:00","00:00",1,1,0,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"03987","신세계영등포점","서울특별시 영등포구 영중로 9","B관 8층","","37.5171899712591","126.905567071705","2018-01-22","","10:00","19:30",0,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"03992","메사빌딩점","서울특별시 중구 남대문시장10길 2","16층","","37.5603735967366","126.979601196401","2018-01-31","","00:00","00:00",1,0,0,1,1,0,0,0,1,0,0,0,0,"2026-04-29","2026-04-29"
