"code","title","address","address_detail","phone","lat","lng","open_date","end_date","start_hhmm","end_hhmm","is_24h","svc_parcel","svc_atm","svc_wine","svc_coffee","svc_smoothie","svc_apple","svc_toto","svc_auto","svc_pickup","svc_chicken","svc_noodle","tobacco_license","first_seen_at","last_seen_at","current_month_file"
"20033","R관악신림현대점","서울특별시 관악구 신림로 169","101호","","37.474237411225","126.933711993359","2020-04-30","","07:00","01:00",0,1,1,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/04"
"20042","창원대동다숲점","경상남도 창원시 의창구 의창대로206번길 5","","","35.2610542268278","128.620634306596","2020-04-25","","06:00","00:00",0,0,0,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/04"
"20043","은평제일점","서울특별시 은평구 은평로8길 24-1","","","37.5982958936146","126.919650690112","2020-04-26","","07:00","01:00",0,1,1,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/04"
"20045","마산북성로점","경상남도 창원시 마산합포구 북성로 82","","","35.2146312330197","128.570944611482","2020-04-27","","06:00","01:00",0,0,1,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/04"
"20048","경북대누리관점","대구광역시 북구 대학로 80","생활관","","35.8890974884948","128.614322336303","2020-04-17","","00:00","00:00",1,0,0,0,1,0,0,0,1,0,0,0,0,"2026-04-29","2026-04-29","2020/04"
"20051","포천체육공원점","경기도 포천시 중앙로61번길 19","107동 101호","","37.8932674855909","127.196885617248","2020-04-17","","07:00","00:00",0,1,0,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/04"
"20068","대전중리파크점","대전광역시 대덕구 중리로 7","","","36.3598501931004","127.425140636176","2020-04-27","","06:00","01:00",1,0,1,1,1,0,1,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/04"
"20070","R서순천IC점","전라남도 순천시 서면 순천로 64","","","34.996046530682","127.488951924467","2020-04-28","","00:00","00:00",1,0,1,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/04"
"20079","S대저역점","부산광역시 강서구 낙동북로 294","대저역 역사안","","35.2130661412997","128.960562245274","2020-04-28","","06:00","23:00",0,0,0,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/04"
"20081","가평연하점","경기도 가평군 상면 비룡로 2217","","","37.8024075289469","127.345214727699","2020-04-28","","06:00","00:00",0,0,0,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/04"
"20085","이천오늘점","경기도 이천시 부발읍 중부대로 2033","","","37.2940888087325","127.532133743464","2020-04-21","","05:00","23:00",0,1,0,0,1,0,1,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/04"
"20086","강화해안로점","인천광역시 강화군 화도면 해안남로 2394","","","37.6173079605665","126.383271432817","2020-04-21","","00:00","00:00",1,0,0,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/04"
"20088","여수상암점","전라남도 여수시 상암로 627-1","","","34.8258016659479","127.732936601817","2020-04-24","","06:00","00:00",0,0,1,1,1,0,1,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/04"
"20093","유성리베라점","대전광역시 유성구 계룡로74번길 20","106동","","36.3537586476833","127.33836809169","2020-04-22","","00:00","00:00",1,1,1,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/04"
"20094","공주유구점","충청남도 공주시 유구읍 중앙1길 58","","","36.5499306600603","126.951085709228","2020-04-22","","00:00","00:00",1,1,0,1,1,0,0,0,0,0,1,0,0,"2026-04-29","2026-04-29","2020/04"
"20102","시흥포동점","경기도 시흥시 신현로30번길 3","","","37.4068597766635","126.786158308988","2100-12-31","2100-12-31","00:00","00:00",1,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2100/12"
"20104","대전대2생활관점","대전광역시 동구 대학로 62","대전대학교 제2생활관","","36.336696167799","127.459001869396","2020-04-23","","07:00","01:00",0,0,0,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/04"
"20109","창동동아점","서울특별시 도봉구 노해로70길 12","","","37.6507504766757","127.049522721563","2100-12-31","2100-12-31","06:00","01:00",0,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2100/12"
"20114","천안안궁점","충청남도 천안시 서북구 성환읍 안궁2길 2","","","36.956349387756","127.130178060983","2020-04-24","","07:00","23:00",0,0,0,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/04"
"20119","self위워크마켓신논현점","서울특별시 서초구 서초대로77길 55","위워크라운지 6층","","37.5021008334827","127.024465815419","2020-04-29","","00:00","00:00",1,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/04"
"20136","부산강서점","부산광역시 강서구 낙동남로604번길 2-12","","","35.1128083615419","128.885728439735","2020-04-27","","00:00","00:00",1,1,1,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/04"
"20145","천안입장대로점","충청남도 천안시 서북구 입장면 망향로 1034","","","36.9036784756117","127.22256098208","2020-04-28","","06:00","00:00",0,0,0,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/04"
"20148","평택서정점","경기도 평택시 서정남로 131","","","37.0610350176369","127.053862314541","2100-12-31","2100-12-31","07:00","00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2100/12"
"20150","파주스마일점","경기도 파주시 광탄면 보광로 1281","","","37.7925418866277","126.859995542688","2020-04-29","","07:00","00:00",0,0,1,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/04"
"20160","침산명성점","대구광역시 북구 침산로 153","","","35.8889874510927","128.589743746192","2020-05-06","","00:00","00:00",1,0,0,1,1,0,1,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/05"
"20163","경대정문원룸점","대구광역시 북구 경대로7길 12","","","35.8851531478108","128.61256960747","2020-05-11","","00:00","00:00",1,1,1,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/05"
"20166","김제위성점","전북특별자치도 김제시 요촌동1길 27-20","","","35.8042139286552","126.894145490045","2020-04-28","","06:00","01:00",0,0,0,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/04"
"20172","용인명지대점","경기도 용인시 처인구 명지로116번길 24-1","","","37.2251371902859","127.186203522423","2020-05-07","","06:00","00:00",0,1,0,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/05"
"20175","고령우륵점","경상북도 고령군 대가야읍 우륵로 62","","","35.734994795426","128.270881655693","2020-05-06","","06:00","00:00",0,0,0,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/05"
"20189","평택팽성점","경기도 평택시 팽성읍 부용로55번길 26-16","","","36.9666403931272","127.060568970642","2020-05-06","","00:00","00:00",1,1,0,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/05"
"20190","김해터미널점","경상남도 김해시 김해대로 2232","김해터미널 대합실 1층","","35.2293396295983","128.872242572055","2020-05-06","","06:00","00:00",0,0,0,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/05"
"20191","석촌호수점","서울특별시 송파구 송파대로 456","","","37.5071903282914","127.105841889845","2020-05-08","","00:00","00:00",1,1,0,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/05"
"20195","금오공대생활관점","경상북도 구미시 대학로 61","","","36.1456315429562","128.387881880598","2020-05-04","","00:00","00:00",1,1,0,0,0,0,0,0,1,0,0,0,0,"2026-04-29","2026-04-29","2020/05"
"20196","파주야당점","경기도 파주시 하우고개길 65","","","37.71026526493","126.762803348053","2020-05-06","","07:00","00:00",0,0,1,1,1,0,1,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/05"
"20197","R진교터미널점","경상남도 하동군 진교면 진교중앙길 15","","","35.0288196215528","127.903165044156","2020-05-08","","00:00","00:00",1,1,0,1,1,0,0,0,1,0,0,1,0,"2026-04-29","2026-04-29","2020/05"
"20201","현대문현점","울산광역시 동구 문현2길 13","","","35.4867406394333","129.413225543577","2020-05-15","","00:00","00:00",1,1,1,1,1,0,0,0,0,0,0,1,0,"2026-04-29","2026-04-29","2020/05"
"20202","대구북구매천점","대구광역시 북구 매전로4길 22","","","35.9066730005117","128.543260548053","2020-05-15","","00:00","00:00",1,1,1,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/05"
"20207","상계7단지점","서울특별시 노원구 상계로1길 66","","","37.6590082921218","127.061495779214","2020-05-17","","00:00","00:00",1,1,0,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/05"
"20220","거잠포선착장점","인천광역시 중구 잠진도길 18","","","37.422874828257","126.424256698837","2020-05-30","","06:00","00:00",0,0,0,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/05"
"20221","강동선사점","서울특별시 강동구 고덕로25길 13","","","37.5554356439862","127.136285907148","2020-05-21","","00:00","00:00",1,1,1,1,1,0,1,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/05"
"20236","순천시대골드점","전라남도 순천시 비봉길 3","","","34.971799495965","127.520667600769","2020-05-23","","00:00","00:00",1,1,1,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/05"
"20244","동탄치동천점","경기도 화성시 동탄치동천로4길 6-50","","","37.2030708585203","127.12773251907","2020-05-25","","07:00","00:00",0,0,0,1,1,0,0,0,0,0,0,1,0,"2026-04-29","2026-04-29","2020/05"
"20248","수원세류타운점","경기도 수원시 권선구 정조로514번길 10","","","37.2550185460774","127.011990618672","2020-05-25","","06:00","01:00",0,0,1,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/05"
"20272","영종백운로점","인천광역시 중구 백운로 443","","","37.5126638713137","126.514416141192","2020-05-25","","06:00","00:00",0,1,0,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/05"
"20283","수락은빛점","서울특별시 노원구 동일로250길 17","","","37.6824622661205","127.056770880957","2020-05-29","","00:00","00:00",1,1,1,1,1,0,0,0,0,0,1,0,0,"2026-04-29","2026-04-29","2020/05"
"20287","시흥정왕스피드점","경기도 시흥시 마유로423번길 14","","","37.353014663625","126.73971812339","2020-05-25","","00:00","00:00",1,1,1,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/05"
"20291","R태평본점","경기도 성남시 수정구 수정로88번길 6","","","37.439879626754","127.130328822604","2020-05-30","","00:00","00:00",1,1,1,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/05"
"20306","R관악청룡점","서울특별시 관악구 청룡중앙길 12","","","37.4785674033303","126.947134627511","2020-06-30","","00:00","00:00",1,1,1,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/06"
"20314","감악산출렁다리점","경기도 파주시 적성면 설마천로 273-19","","","37.9386982258732","126.944832934802","2020-05-31","","00:00","00:00",1,0,0,1,1,0,0,0,0,0,0,1,0,"2026-04-29","2026-04-29","2020/05"
"20320","예천IC점","경상북도 예천군 보문면 보문로 666","","","36.6680309104057","128.531361800028","2020-06-04","","06:00","22:00",0,0,0,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/06"
"20340","오송생명로점","충청북도 청주시 흥덕구 오송읍 오송생명로 52","","","36.6359841366186","127.315968741194","2020-06-08","","00:00","00:00",1,1,0,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/06"
"20365","아산음봉쌍암점","충청남도 아산시 음봉면 월암로 432","","","36.874255782388","127.076509981211","2020-06-15","","06:00","00:00",0,1,0,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/06"
"20368","광주용봉학사점","광주광역시 북구 설죽로214번길 13","","","35.1785879945638","126.898581504831","2020-06-05","","00:00","00:00",1,0,0,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/06"
"20371","금광베네스타점","경기도 용인시 처인구 이동읍 백옥대로 711-1","","","37.1997116193952","127.207849242258","2020-06-05","","08:00","23:00",0,1,1,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/06"
"20376","아산신창신일점","충청남도 아산시 신창면 서부북로 844","상가동 107-108호","","36.7927602980704","126.953569900902","2020-06-15","","00:00","00:00",1,1,1,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/06"
"20380","울산석유화학공단점","울산광역시 남구 상개로 194","","","35.5016114740158","129.318825931135","2020-06-10","","05:00","22:00",0,0,0,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/06"
"20392","주교타운점","경기도 고양시 덕양구 마상로57번길 12","","","37.6626598123545","126.830688314105","2020-06-18","","07:00","00:00",0,1,1,1,1,0,0,0,0,0,1,0,0,"2026-04-29","2026-04-29","2020/06"
"20393","청라스너그점","인천광역시 서구 청라한내로 82","","","37.5324975901063","126.627890644028","2020-06-19","","06:00","02:00",1,0,1,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/06"
"20399","썬충전소점","경기도 고양시 덕양구 중앙로 279","","","37.6092800117989","126.860893711326","2020-06-29","","07:00","20:00",0,0,0,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/06"
"20402","R가산삼성점","서울특별시 금천구 디지털로9길 41","","","37.4792053824001","126.885890979837","2020-06-22","","07:00","22:00",0,1,0,1,1,0,1,0,0,0,0,1,0,"2026-04-29","2026-04-29","2020/06"
"20422","R파주율곡점","경기도 파주시 법원읍 자운서원로 32","","","37.8525245180148","126.869929898354","2020-06-30","","08:00","00:00",0,1,1,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/06"
"20429","R반야월역점","대구광역시 동구 경안로 722","","","35.8665686245076","128.713854700167","2020-06-26","","00:00","00:00",1,1,1,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/06"
"20431","센트럴시티3호점","서울특별시 서초구 신반포로 176","","","37.5039351769908","127.002413006799","2020-06-26","","06:00","22:00",0,0,0,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/06"
"20454","군산코오롱점","전북특별자치도 군산시 소룡안3길 19","","","35.9687012683186","126.680867225837","2020-06-28","","06:00","01:00",0,1,1,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/06"
"20457","대림차이나점","서울특별시 영등포구 디지털로37길 17","","","37.4902162195102","126.898192942068","2020-06-29","","00:00","00:00",1,0,1,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/06"
"20462","R포천궁말점","경기도 포천시 가산면 정금로238번길 11","","","37.8138989334347","127.187287694636","2020-06-30","","00:00","00:00",1,1,0,1,1,0,0,0,1,0,1,1,0,"2026-04-29","2026-04-29","2020/06"
"20475","감천용정점","부산광역시 사하구 암남공원로 533","","","35.0805215224757","129.011385250741","2020-06-30","","00:00","00:00",1,0,1,1,1,0,0,0,0,0,0,1,0,"2026-04-29","2026-04-29","2020/06"
"20487","대구산격점","대구광역시 북구 대동로 33","","","35.8971271634778","128.610584602352","2020-06-26","","00:00","00:00",1,1,0,1,1,0,0,0,0,0,1,0,0,"2026-04-29","2026-04-29","2020/06"
"20489","S경전철공항역점","부산광역시 강서구 공항진입로 165","","","35.1719068103559","128.948586846191","2020-06-24","","06:00","00:00",0,0,0,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/06"
"20492","동부이촌점","서울특별시 용산구 이촌로65가길 66","103호","","37.5209638923838","126.974643871051","2020-06-24","","06:00","02:00",0,0,0,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/06"
"20503","사천케이블카점","경상남도 사천시 사천대로 13","","","34.9325716488429","128.052570839768","2020-06-29","","08:00","22:00",0,0,0,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/06"
"20517","익산마동코아루점","전북특별자치도 익산시 선화로 305","","","35.9453947401599","126.963487608014","2020-07-09","","06:00","01:00",0,0,0,1,1,0,0,0,0,0,0,1,0,"2026-04-29","2026-04-29","2020/07"
"20524","춘천근화점","강원특별자치도 춘천시 공지로451번길 8","","","37.8734550096054","127.717049823328","2020-07-02","","07:00","01:00",0,1,1,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/07"
"20526","경북대남문점","대구광역시 북구 경대로7길 37","","","35.8856016448563","128.609809198655","2020-07-11","","07:00","02:00",0,1,1,1,1,0,0,0,0,0,0,1,0,"2026-04-29","2026-04-29","2020/07"
"20531","경주부영점","경상북도 경주시 외동읍 산업로 1769","","","35.6753828429449","129.332216007389","2020-07-12","","06:00","01:00",1,1,1,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/07"
"20533","독산정다운점","서울특별시 금천구 범안로15길 27","","","37.4677396181562","126.892560078342","2020-07-13","","00:00","00:00",1,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/07"
"20534","삼융시네마점","경기도 파주시 경의로 1074","","","37.7131570773604","126.759892016322","2020-07-19","","07:00","01:00",0,0,1,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/07"
"20536","한빛원전본부점","전라남도 영광군 홍농읍 홍농로 846","","","","","2020-07-14","","00:00","00:00",1,0,0,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/07"
"20537","한빛1발전소점","전라남도 영광군 홍농읍 홍농로 846","","","","","2020-07-13","","08:00","18:00",0,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/07"
"20538","한빛2발전소점","전라남도 영광군 홍농읍 홍농로 846","","","","","2020-07-13","","08:00","18:00",0,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/07"
"20539","한빛3발전소점","전라남도 영광군 홍농읍 홍농로 846","","","","","2020-07-13","","08:00","18:00",0,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/07"
"20559","한빛원전사택점","전라남도 영광군 홍농읍 홍농로 546","","","35.4028501279669","126.451840187469","2020-07-17","","00:00","00:00",1,1,0,1,1,0,1,0,0,0,0,1,0,"2026-04-29","2026-04-29","2020/07"
"20562","R제천명륜점","충청북도 제천시 명륜로15길 2","","","37.1408727178624","128.212911595204","2020-07-18","","00:00","00:00",1,1,1,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/07"
"20563","대연원룸점","부산광역시 남구 유엔평화로22번길 28","","","35.1329489186884","129.090316249854","2020-07-15","","06:00","00:00",0,0,0,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/07"
"20584","전주완산효자점","전북특별자치도 전주시 완산구 구룡2길 10","","","35.8131484924591","127.102957628396","2020-07-22","","07:00","02:00",0,1,0,1,1,0,0,0,0,0,0,1,0,"2026-04-29","2026-04-29","2020/07"
"20586","철원요양병원점","강원특별자치도 철원군 동송읍 금학로157번길 23-16","","","38.2007216247454","127.220413550779","2020-07-16","","06:00","00:00",0,1,1,1,1,0,1,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/07"
"20589","R상무유탑호텔점","광주광역시 서구 시청로 53","","","35.1531839923064","126.851159298338","2020-07-29","","00:00","00:00",1,1,1,1,1,0,1,0,0,0,0,1,0,"2026-04-29","2026-04-29","2020/07"
"20592","홍제행복점","서울특별시 서대문구 세검정로 140","유원하나아파트상가 지하1층","","37.5958201052299","126.952732420993","2020-07-24","","00:00","00:00",1,1,0,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/07"
"20597","파주신세계사이먼점","경기도 파주시 탄현면 필승로 200","","","37.7692452785638","126.696502218145","2020-07-20","","10:00","21:00",0,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/07"
"20598","대구칠성점","대구광역시 북구 칠성남로30길 6","","","35.8771268144094","128.59566118174","2020-07-25","","06:00","01:00",0,1,0,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/07"
"20600","성북돌곶이점","서울특별시 성북구 화랑로 245","","","37.6108915787201","127.056534088948","2020-07-26","","00:00","00:00",1,0,0,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/07"
"20601","서산호수중앙점","충청남도 서산시 호수공원3로 52","","","36.7737523990542","126.450833299375","2020-07-26","","00:00","00:00",1,1,1,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/07"
"20602","시포트리조트점","경상북도 영덕군 축산면 축산항2길 11","","","36.5044905006197","129.446059888893","2020-07-31","","06:00","22:00",0,0,0,1,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/07"
"20605","시흥금오대박점","경기도 시흥시 금오로 606","","","37.4551916528504","126.833269379765","2020-07-25","","00:00","00:00",1,1,0,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/07"
"20608","평택동삭점","경기도 평택시 서재로 36","상가동 105호","","37.0119957085261","127.101824991271","2020-07-21","","00:00","00:00",1,0,0,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/07"
"20611","아산배방황제점","충청남도 아산시 배방읍 배방로173번길 28-1","","","36.7728612693511","127.065189599538","2020-07-29","","06:00","00:00",0,1,1,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/07"
"20619","R부천원종고점","경기도 부천시 원종로9번길 59","","","37.5266812283527","126.800883244648","2020-07-29","","07:00","01:00",0,0,1,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/07"
"20624","대구중리대로점","대구광역시 서구 국채보상로 114","","","35.8685914481447","128.54365701393","2020-07-29","","06:00","00:00",0,0,0,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/07"
"20626","R현리삼안밸리점","경기도 가평군 조종면 조종새싹로 6","","","37.8194995073742","127.348376053564","2020-07-30","","00:00","00:00",1,1,1,1,1,0,1,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/07"
"20629","R연수소망점","인천광역시 연수구 함박로 13-1","","","37.4259845853318","126.678615538948","2020-07-31","","06:00","02:00",0,1,0,1,1,0,1,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/07"
"20630","R곡반정하늘채점","경기도 수원시 권선구 동수원로146번길 200-3","","","37.2419410956059","127.032762397582","2020-07-31","","00:00","00:00",1,1,1,1,1,0,0,0,0,0,0,1,0,"2026-04-29","2026-04-29","2020/07"
"20635","R시화중앙점","경기도 시흥시 중심상가로 152","","","37.3463686260666","126.732658406039","2020-07-31","","00:00","00:00",1,1,1,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/07"
"20642","춘천양우아파트점","강원특별자치도 춘천시 공지로 311","101~102호","","37.8678674137384","127.731115772623","2020-07-22","","08:00","00:00",0,1,0,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/07"
"20657","용인양지점","경기도 용인시 처인구 양지면 남평로 58","","","37.2291554945933","127.290151301108","2020-07-28","","06:00","00:00",0,1,1,1,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/07"
"20659","R충북혁신밸리점","충청북도 음성군 맹동면 학예로 51","","","36.9134464013316","127.542944777706","2020-08-20","","00:00","00:00",1,0,0,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/08"
"20661","해운대라마다점","부산광역시 해운대구 구남로 9","1층 104호","","35.1633069847366","129.159614124407","2020-07-29","","08:00","02:30",0,0,0,1,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/07"
"20670","익산신동오렌지점","전북특별자치도 익산시 인북로66길 24","","","35.9600858298685","126.964566103389","2020-08-06","","00:00","00:00",1,1,1,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/08"
"20677","동전주IC점","전북특별자치도 전주시 덕진구 전진로 64","","","35.8424805828931","127.175543909049","2020-08-13","","05:00","00:00",0,0,1,1,1,0,0,0,0,0,1,0,0,"2026-04-29","2026-04-29","2020/08"
"20680","신내우디안점","서울특별시 중랑구 신내역로 165","상가동1층 107~108호","","37.6165592295041","127.109756130023","2020-08-03","","00:00","00:00",1,0,0,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/08"
"20686","은혜관점","충청남도 천안시 동남구 백석대학로 1-7","은혜관 101호","","36.8386585729423","127.181660800223","2020-08-06","","00:00","00:00",1,0,0,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/08"
"20690","예산삽교산단점","충청남도 예산군 삽교읍 산단3길 238","1층","","36.6768575012107","126.752245875137","2020-08-12","","06:00","22:00",0,0,0,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/08"
"20695","R영종더호텔점","인천광역시 중구 영종대로 114","","","37.4948434191817","126.491734808586","2020-08-19","","06:00","02:00",0,1,1,1,1,0,1,0,0,0,0,1,0,"2026-04-29","2026-04-29","2020/08"
"20699","R거창코아루점","경상남도 거창군 거창읍 강남로 266","","","35.6878516291037","127.926289175091","2020-08-13","","00:00","00:00",1,1,0,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/08"
"20703","복산성지점","울산광역시 중구 도화골11길 1","","","35.5663223404229","129.330763234047","2020-08-18","","06:00","01:00",0,1,0,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/08"
"20711","화정대학길점","울산광역시 동구 대학길 36-1","","","35.498295775124","129.419856805932","2020-08-20","","03:00","00:00",0,0,0,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/08"
"20713","R아산배미센트럴점","충청남도 아산시 서부북로 991","","","35.6758034968372","127.926211998135","2020-08-27","","00:00","00:00",1,1,1,1,0,0,0,0,1,0,0,1,0,"2026-04-29","2026-04-29","2020/08"
"20718","R안성동광점","경기도 안성시 서운로 791-11","","","36.98068670922","127.266738865587","2020-08-26","","06:00","00:00",0,1,1,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/08"
"20720","대전대한방병원점","대전광역시 서구 대덕대로176번길 75","","","36.3462940178575","127.379533037643","2020-08-24","","00:00","00:00",1,1,0,0,0,0,0,0,1,0,0,1,0,"2026-04-29","2026-04-29","2020/08"
"20723","R계양벌말점","인천광역시 계양구 벌말로 582","","","37.5799736056112","126.780050758363","2020-08-24","","06:00","00:00",0,0,0,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/08"
"20728","계산해피점","인천광역시 계양구 하느재로5번길 1","","","37.5439283905685","126.724782049049","2020-08-22","","05:00","01:00",0,0,0,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/08"
"20730","대구호산점","대구광역시 달서구 호산동로36남길 46","","","35.8499669844816","128.487825122506","2020-08-25","","06:00","01:00",0,0,1,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/08"
"20731","주례지소나현점","부산광역시 사상구 가야대로366번길 119","","","35.1457664081917","129.01352121012","2020-08-25","","07:00","03:00",0,1,0,1,1,0,0,0,0,0,1,1,0,"2026-04-29","2026-04-29","2020/08"
"20739","시화중심점","경기도 시흥시 중심상가로 186","","","37.3444965526221","126.735580895179","2020-08-26","","07:00","01:00",1,1,1,1,1,0,0,0,0,0,0,1,0,"2026-04-29","2026-04-29","2020/08"
"20741","부산신라대점","부산광역시 사상구 백양대로700번길 16","","","35.1690383201888","128.989577211586","2020-08-27","","00:00","00:00",1,0,0,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2020/08"
