"code","title","address","address_detail","phone","lat","lng","open_date","end_date","start_hhmm","end_hhmm","is_24h","svc_parcel","svc_atm","svc_wine","svc_coffee","svc_smoothie","svc_apple","svc_toto","svc_auto","svc_pickup","svc_chicken","svc_noodle","tobacco_license","first_seen_at","last_seen_at","current_month_file"
"00060","동대사랑점","서울특별시 중구 퇴계로44길 8(필동2가)","","","37.5615661736021","126.997217631805","2008-01-28","","06:00","00:00",0,0,0,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2008/01"
"00087","중림점","서울특별시 중구 청파로 464(중림동)","브라운스톤","","37.5608187887289","126.968225883547","2008-02-16","","00:00","00:00",1,1,1,1,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2008/02"
"00115","광화문시대점","서울특별시 종로구 사직로8길 42(내수동, 광화문시대)","1층","","37.5737729016185","126.973125723031","2007-06-26","","00:00","00:00",1,0,0,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2007/06"
"00194","역촌타운점","서울특별시 은평구 연서로3길 8(역촌동)","","","37.6024569483723","126.914783949058","2010-07-08","","07:00","01:00",1,0,1,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2010/07"
"00204","동현주유소점","경기도 화성시 향남읍 3.1만세로 1015","","","37.1271536520965","126.900970980565","2010-11-29","","06:00","00:00",0,0,0,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2010/11"
"00212","신정역점","서울특별시 양천구 오목로 182","","","37.5250200374681","126.85757787245","2011-06-02","","00:00","00:00",1,1,1,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2011/06"
"00258","센트럴시티점","서울특별시 서초구 신반포로 176","1층 124호","","37.5039351769908","127.002413006799","2013-11-05","","00:00","00:00",1,0,0,1,1,0,1,0,0,0,0,0,0,"2026-04-29","2026-04-29","2013/11"
"00279","강동본점","서울특별시 강동구 천호옛길 84","","","37.5361883008576","127.125589975399","2014-04-05","","00:00","00:00",1,0,1,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2014/04"
"00281","월계본점","서울특별시 노원구 덕릉로 60길 182","","","37.6327129055073","127.043706201158","2014-04-16","","00:00","00:00",1,1,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2014/04"
"00307","메리어트점","서울특별시 서초구 사평대로 205(반포동)","BP4-10호","","37.5044921229104","127.007845270854","2014-06-12","","00:00","00:00",1,1,0,1,1,0,0,0,0,0,1,0,0,"2026-04-29","2026-04-29","2014/06"
"00326","대부도점","경기도 안산시 단원구 대부황금로 1505-1(대부북동)","","","37.2882891573233","126.575993765126","2014-07-25","","06:00","22:00",1,0,1,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2014/07"
"00339","광운대역점","서울특별시 노원구 석계로 98-1(월계동)","","","37.62350432752","127.061060877189","2014-07-25","","06:00","01:00",0,0,1,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2014/07"
"00367","안산한양대점","경기도 안산시 상록구 성안길 84-2(사동)","유원빌딩 102호","","37.3011466397331","126.838298877265","2014-08-31","","00:00","00:00",1,1,1,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2014/08"
"00389","방학학마을점","서울특별시 도봉구 도당로 115(방학동)","","","37.6672131243295","127.03922467304","2014-09-25","","06:00","00:00",0,0,1,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2014/09"
"00459","청주산남점","충청북도 청주시 서원구 두꺼비로 91","산남퀸덤아파트상가 105호","","36.6125969035843","127.464015820906","2014-10-13","","07:00","00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2014/10"
"00523","수지희망점","경기도 용인시 수지구 수지로296번길 51-11(풍덕천동)","","","37.3221767227926","127.095281509162","2014-12-08","","08:00","23:00",0,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2014/12"
"00542","내리점","경기도 안성시 대덕면 내리6길 24","","","36.9995896941081","127.222674051889","2014-10-31","","00:00","00:00",1,0,1,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2014/10"
"00545","간석점","인천광역시 남동구 동암남로 34번길 50","","","37.4682906535805","126.707046423928","2014-11-03","","06:00","01:00",1,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2014/11"
"00581","목동공원점","서울특별시 양천구 목동서로 133-2(목동)","목동하나프라자 107호","","37.5316029751694","126.875987719154","2014-11-30","","07:00","01:00",0,0,0,0,0,0,0,1,0,0,0,0,0,"2026-04-29","2026-04-29","2014/11"
"00603","부천오정점","경기도 부천시 상오정로17","","","37.5243093905319","126.785871604439","2014-11-28","","00:00","00:00",1,0,0,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2014/11"
"00737","안산초지점","경기도 안산시 단원구 신촌4길 41","","","37.3145186621399","126.820097509407","2014-12-29","","00:00","00:00",1,0,1,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2014/12"
"00752","여주태평점","경기도 여주시 가남읍 태평중앙2길 6-1","","","37.2024431207681","127.545872581","2014-12-31","","09:00","00:00",0,0,1,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2014/12"
"00766","이마트24본점","서울특별시 성동구 광나루로 310","푸조비즈타워 101호","","37.5478007395623","127.064456729834","2015-01-20","","00:00","00:00",1,1,1,1,1,0,1,0,1,0,1,1,0,"2026-04-29","2026-04-29","2015/01"
"00795","사하국제점","부산광역시 사하구 동매로 167","1층 105호","","35.1015976303553","128.976177117753","2015-02-14","","06:00","00:00",1,1,1,1,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2015/02"
"00826","성서방통대점","대구광역시 달서구  선원로 30 (신당동)","","","35.8590478601549","128.495642044333","2015-02-27","","00:00","00:00",1,1,0,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2015/02"
"00833","전북대원룸점","전북특별자치도 전주시 덕진구  금암5길 25","","","35.8393284053797","127.135448230682","2015-02-28","","00:00","00:00",1,1,0,1,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2015/02"
"00836","보령남포로드점","충청남도 보령시 남포면 보령남로 213","","","36.3261996748914","126.602641026225","2015-02-28","","07:00","00:00",0,0,1,0,1,0,0,1,0,0,0,0,0,"2026-04-29","2026-04-29","2015/02"
"00843","고양중부대점","경기도 고양시 덕양구 동헌로 305(대자동)","3층(대자동,세종관)","","37.7137682673659","126.888618095364","2015-02-27","","08:00","10:00",0,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2015/02"
"00872","성서주공점","대구광역시 달서구 신당로 59","성서2주공아파트 1층상가 103호","","35.8537763579924","128.498758213206","2015-03-28","","00:00","00:00",1,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2015/03"
"00884","원주연대점","강원특별자치도 원주시 흥업면 매남동길 3","","","37.2752016732282","127.907333774108","2015-03-29","","00:00","00:00",1,0,0,0,0,0,0,0,1,0,0,0,0,"2026-04-29","2026-04-29","2015/03"
"00897","가산GBC점","서울특별시 금천구 가산디지털1로 165(가산동)","101호","","37.4802275551346","126.881027516845","2015-04-13","","00:00","00:00",1,0,0,1,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2015/04"
"00926","바람의언덕점","경상남도 거제시 남부면 해금강로 124","","","34.7404878179156","128.663029314117","2015-04-25","","08:00","23:00",0,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2015/04"
"00936","김포올림픽점","경기도 김포시 고촌읍 벌말로 768-70","","","37.5892715783032","126.799853627088","2015-04-30","","05:00","23:00",0,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2015/04"
"00939","울산터미널점","울산광역시 남구  화합로 146(삼산동)","","","35.5376823747373","129.340251413154","2015-04-30","","06:00","00:00",0,0,0,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2015/04"
"00940","청담하나점","서울특별시 강남구 도산대로78길 31(청담동)","","","37.5222197291287","127.046363182491","2015-04-29","","07:00","01:00",0,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2015/04"
"00955","화성일진산단점","경기도 화성시 정남면 만년로 849","","","37.1868333616822","127.004851711334","2015-05-15","","05:00","22:00",0,0,1,0,0,0,0,1,0,0,0,0,0,"2026-04-29","2026-04-29","2015/05"
"00967","울산목화점","울산광역시 남구  달삼로 25","","","35.5358259820036","129.331949652556","2015-05-22","","00:00","00:00",1,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2015/05"
"00968","양산석산점","경상남도 양산시 동면 금오13길 4","1층 111호","","35.3161528817108","129.025644587011","2015-05-23","","07:00","01:00",1,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2015/05"
"00971","미아지웰점","서울특별시 강북구 도봉로76길 42-1(미아동)","","","37.633289229074","127.026187964977","2015-05-27","","06:00","01:00",1,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2015/05"
"00976","덕양지도공원점","경기도 고양시 덕양구 중앙로633번길 6(토당동)","1층 1호","","37.6271317925811","126.827755752956","2015-05-22","","10:00","23:00",0,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2015/05"
"00989","광주무등파크점","광주광역시 동구  지호로164번길 14-10","1층","","35.1487597375332","126.946834844587","2015-05-19","","10:00","22:00",0,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2015/05"
"01006","통영더팰리스점","경상남도 통영시 광도면 죽림3로 13(주영더팰리스)","","","34.8842441466585","128.414541672213","2015-05-31","","06:00","00:00",0,0,1,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2015/05"
"01013","인천용현점","인천광역시 미추홀구 경인북길 183","-","","37.4540205323627","126.658061061029","2015-06-13","","07:00","23:00",0,0,1,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2015/06"
"01018","사암휴게소점","경기도 용인시 처인구 원삼면 동부로 1190","","","37.18036554212","127.304549954818","2015-06-13","","07:00","22:00",0,0,1,0,0,0,0,1,0,0,0,0,0,"2026-04-29","2026-04-29","2015/06"
"01027","대전선화점","대전광역시 중구 중앙로79번길 15","","","36.325951849639","127.419743480932","2015-06-26","","07:00","01:00",0,1,0,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2015/06"
"01029","거제옥포점","경상남도 거제시 옥포로 265","한양상가 102호","","34.8977299994084","128.688260956026","2015-06-20","","06:00","01:00",0,0,1,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2015/06"
"01059","부산구평점","부산광역시 사하구 을숙도대로 741(구평동)","","","35.0856425664386","128.985745410167","2015-07-12","","07:00","01:00",0,1,0,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2015/07"
"01073","아산음봉점","충청남도 아산시 음봉면 연암율금로 399","","","36.8743472162917","127.065876135212","2015-07-17","","06:00","22:00",0,0,1,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2015/07"
"01103","동대문역사문화공원역점","서울특별시 중구 장충단로 228-2(을지로7가)","2층","","37.5650278404161","127.007904473562","2015-08-08","","00:00","00:00",1,0,1,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2015/08"
"01192","사창대로점","충청북도 청주시 서원구 1순환로 635","1층","","36.6369383227267","127.459743179737","2015-09-11","","00:00","00:00",1,1,1,1,1,0,1,0,0,0,0,0,0,"2026-04-29","2026-04-29","2015/09"
"01240","중구소공점","서울특별시 중구 소공로 100-1","1층","","37.5637773285922","126.979816113982","2015-10-01","","07:00","00:00",0,0,0,1,0,0,1,0,0,0,0,0,0,"2026-04-29","2026-04-29","2015/10"
"01268","창원중앙점","경상남도 창원시 성산구 중앙대로 61번길 4","","","35.2212330174363","128.676827504521","2015-10-23","","00:00","00:00",1,0,0,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2015/10"
"01325","판교SG점","경기도 성남시 분당구 대왕판교로606번길 47","","","37.3969338517305","127.112531722673","2015-11-18","","06:00","02:00",0,0,0,0,1,0,0,1,0,0,0,0,0,"2026-04-29","2026-04-29","2015/11"
"01383","청주예체로점","충청북도 청주시 서원구 예체로19번길 3","","","36.6277739960695","127.468606447404","2015-11-30","","00:00","00:00",1,0,0,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2015/11"
"01386","식사스타타워점","경기도 고양시 일산동구 위시티2로 11번길 31","","","37.6779379522166","126.812160775973","2015-11-25","","07:00","01:00",0,0,1,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2015/11"
"01416","성북정릉점","서울특별시 성북구  솔샘로6길 46","1층 1호","","37.6093635408678","127.007786055094","2015-12-11","","06:00","00:00",1,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2015/12"
"01441","불광역점","서울특별시 은평구  통일로65길 11","1층","","37.6089317381296","126.92970053761","2015-12-24","","08:00","02:00",0,0,1,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2015/12"
"01442","신정현대홈타운점","울산광역시 남구  대암로 90","","","35.5295938984961","129.325507909713","2015-12-23","","08:00","01:00",0,0,1,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2015/12"
"01450","한국병원점","충청북도 청주시 상당구 단재로 106","한국병원  신관 지하 1층","","36.6198525722168","127.496279527819","2015-12-28","","07:00","23:00",0,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2015/12"
"01451","코모도점","부산광역시 중구 중구로 154(동광동5가)","","","35.1085572418896","129.035583646315","2015-12-23","","08:00","02:00",0,0,1,1,0,0,0,1,0,0,0,0,0,"2026-04-29","2026-04-29","2015/12"
"01459","신천휴먼시아점","대구광역시 동구 송라로 11길 57","1층","","35.8711772264673","128.615939809984","2015-12-29","","00:00","00:00",1,1,1,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2015/12"
"01486","청주형석점","충청북도 청주시 흥덕구  복대로 94","형석아파트상가 1층 101호","","36.6250796640755","127.442503247537","2015-12-30","","06:00","01:00",0,1,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2015/12"
"01516","자양우성점","서울특별시 광진구 능동로10길 109(자양동)","","","37.5355154356699","127.075402037711","2016-01-18","","00:00","00:00",1,1,1,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2016/01"
"01538","아산염치점","충청남도 아산시 염치읍 현대로  242","","","36.822066146248","126.947068582178","2016-01-27","","06:00","23:00",0,0,0,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2016/01"
"01558","광명소하점","경기도 광명시 오리로 347","이마트24 광명소하점","","37.4334733378529","126.879012610104","2016-01-30","","06:00","01:00",0,0,0,0,0,0,0,1,0,0,0,0,0,"2026-04-29","2026-04-29","2016/01"
"01559","평택고덕삼성점","경기도 평택시 지제로 133","","","37.0213848315816","127.057609930251","2016-02-15","","06:00","22:00",0,0,1,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2016/02"
"01561","서울남부터미널점","서울특별시 서초구  효령로 292","남부터미널 118호","","37.4835466074664","127.015110886678","2016-02-04","","06:00","00:00",0,0,0,0,0,0,1,0,0,0,0,0,0,"2026-04-29","2026-04-29","2016/02"
"01566","한국영상대점","세종특별자치시 장군면 대학길  56-15","","","36.4413605286861","127.209903186421","2016-02-15","","08:00","02:00",0,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2016/02"
"01571","수원탑동점","경기도 수원시 권선구  탑동로11번길 58-16(탑동)","","","37.2701617898787","126.971856265138","2016-02-13","","06:00","01:00",0,0,1,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2016/02"
"01572","청주라마다점","충청북도 청주시 청원구 충청대로 100(율량동)","","","36.665394056751","127.49372728411","2016-02-17","","07:00","01:00",0,1,0,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2016/02"
"01588","사근초교점","서울특별시 성동구  사근동11길  12","","","37.5621581281974","127.04823688607","2016-02-29","","07:00","01:00",0,1,0,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2016/02"
"01681","산남칸타빌점","충청북도 청주시 서원구 탑골로37번길 1","","","36.6098713826045","127.476134708374","2016-03-26","","00:00","00:00",1,1,0,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2016/03"
"01710","경기광주지월점","경기도 광주시 초월읍 경수길 43(골든하우스)","","","37.4186240858276","127.288857224147","2016-04-05","","08:00","23:00",0,1,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2016/04"
"01713","전남담양점","전라남도 담양군 담양읍 죽향대로 1166","","","35.309960351277","126.981486781955","2016-04-10","","07:00","01:00",0,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2016/04"
"01741","분당수내점","경기도 성남시 분당구 발이봉남로11번길  1","","","37.3650431790281","127.126459454078","2016-04-29","","00:00","00:00",1,1,0,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2016/04"
"01750","보령비치점","충청남도 보령시 해수욕장5길 38","","","36.307084313846","126.51640014307","2016-04-29","","11:00","22:00",0,0,0,1,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2016/04"
"01769","영등포공원점","서울특별시 영등포구 영신로20길 14","재가파크빌","","37.5154097250378","126.909187907541","2016-04-29","","07:00","01:00",0,0,0,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2016/04"
"01792","안산관산점","경기도 안산시 단원구 관산길 22(원곡동)","1층","","37.331448762892","126.798664848671","2016-05-16","","00:00","00:00",1,1,0,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2016/05"
"01808","서면비락점","부산광역시 부산진구 서면로68번길35","","","35.1554507616782","129.058501115477","2016-05-16","","00:00","00:00",1,0,0,1,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2016/05"
"01809","충주지웰점","충청북도 충주시 대소원면 첨단산업2로 42(충주지웰)","","","36.9883883748359","127.829500709684","2016-05-20","","06:00","00:00",0,1,0,1,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2016/05"
"01819","평택삼양점","경기도 평택시 팽성읍 안정쇼핑로 28-2","","","36.9604455144269","127.04563611271","2016-05-27","","07:00","01:00",0,0,1,1,1,0,1,0,0,0,0,0,0,"2026-04-29","2026-04-29","2016/05"
"01842","송도탑스빌점","부산광역시 서구 충무대로 56","","","35.0779097668518","129.018577031712","2016-05-31","","07:00","00:00",0,1,0,1,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2016/05"
"01848","원주문막점","강원특별자치도 원주시 문막읍 원문로 1326","","","37.3314656270467","127.84982208121","2016-06-02","","06:00","23:00",0,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2016/06"
"01862","예산종합병원점","충청남도 예산군 예산읍 산성리 75-2","","","36.6912339206684","126.838704965881","2016-06-14","","06:00","00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2016/06"
"01877","속초세무서점","강원특별자치도 속초시 먹거리1길 35(교동)","","","38.1951320926365","128.576883753761","2016-06-23","","07:00","23:00",1,0,1,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2016/06"
"01894","광나루역점","서울특별시 광진구 천호대로 808(광장동, 광장12차현대홈타운)","","","37.545073523534","127.102739572749","2016-06-29","","05:00","01:00",1,0,0,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2016/06"
"01903","김해내동점","경상남도 김해시 우암로 123","","","35.2406139090138","128.864826570507","2016-06-30","","00:00","00:00",1,0,1,0,1,0,0,1,0,0,0,0,0,"2026-04-29","2026-04-29","2016/06"
"01959","울산초이스점","울산광역시 남구  삼산동 돋질로422번길  23","","","35.5410774273486","129.35072722978","2016-07-16","","06:00","00:00",0,0,0,0,0,0,0,1,0,0,0,0,0,"2026-04-29","2026-04-29","2016/07"
"01983","수영번영로점","부산광역시 수영구 망미번영로24번길 64","","","35.1679052842847","129.111133625951","2016-07-29","","07:00","01:00",0,1,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2016/07"
"01986","속초고속터미널점","강원특별자치도 속초시 동해대로 3992(조양동)","","","38.1904402903501","128.598355888205","2016-07-29","","04:00","00:00",1,0,1,1,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2016/07"
"02008","천안공주대점","충청남도 천안시 서북구 공대길 24","","","36.8495886432964","127.152605672723","2016-08-01","","06:00","01:00",0,0,0,1,1,0,0,0,0,0,1,0,0,"2026-04-29","2026-04-29","2016/08"
"02010","진천성모병원점","충청북도 진천군 진천읍 중앙북로 36","","","36.8584445268142","127.440523363759","2016-07-31","","07:00","00:00",0,0,0,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2016/07"
"02025","현대케피코점","경기도 군포시 고산로 102","현대케피코 구내매점","","37.3522338304385","126.958696447425","2016-08-08","","08:00","19:00",0,0,0,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2016/08"
"02032","역삼승리점","서울특별시 강남구 강남대로94길 55","","","37.5005339869309","127.031660682357","2016-08-09","","00:00","00:00",1,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2016/08"
"02044","트레이더스하남점","경기도 하남시 미사대로 750","스타필드 하남","","37.5454364874338","127.223740478204","2016-08-16","","09:30","21:30",0,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2016/08"
"02048","가양역점","서울특별시 강서구 양천로57길 10-11(가양동)","","","37.5631717283618","126.852934754398","2016-08-19","","07:00","00:00",1,0,0,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2016/08"
"02062","부산금샘점","부산광역시 금정구 금샘로 16(장전동)","","","35.2272998001553","129.078014431137","2016-08-25","","00:00","00:00",1,1,0,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2016/08"
"02104","창원진동점","경상남도 창원시 마산합포구 진동면 신서촌로 20","","","35.1163456410471","128.484992761042","2016-09-01","","06:00","00:00",0,0,0,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2016/09"
"02105","밀양가곡점","경상남도 밀양시  중앙로  107","","","35.4755945643655","128.766295885049","2016-09-05","","07:00","01:00",0,0,0,1,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2016/09"
"02113","전주인후이지움점","전북특별자치도 전주시 덕진구 백동2길 16","","","35.846632628402","127.147844138523","2016-09-08","","07:00","00:00",0,1,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2016/09"
"02130","강남역점","서울특별시 강남구 강남대로 396 지하","F-2호","","37.4981646510326","127.028307900881","2016-09-13","","06:00","23:00",0,0,0,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2016/09"
"02143","백송대우점","경기도 고양시 일산동구 강촌로 190(백석동)","","","37.6543260497114","126.794372338152","2016-09-29","","07:00","01:00",0,0,1,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2016/09"
"02189","음성원남점","충청북도 음성군 원남면 원남산단1길 14","","","36.8934191254997","127.679776806983","2016-10-05","","07:00","00:00",0,1,1,0,1,0,0,1,0,0,0,0,0,"2026-04-29","2026-04-29","2016/10"
"02195","보령대천센터점","충청남도 보령시 원뚝길 2","","","36.3489895795339","126.588753803622","2016-10-07","","06:00","00:00",0,0,0,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2016/10"
"02196","대구보건대점","대구광역시 북구 칠곡중앙대로65길 26-1 (태전동)","1층","","35.9261203157053","128.544268948412","2016-10-14","","06:00","00:00",1,1,0,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2016/10"
"02234","사천호텔점","경상남도 사천시 사천읍 역사동길 44-1","1층","","35.0821561833501","128.085228635614","2016-10-23","","06:00","00:00",0,0,1,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2016/10"
"02235","메트로시티점","부산광역시 남구 분포로 113(용호동, 엘지메트로시티)","1004동 105호","","35.1272669147748","129.109040555258","2016-10-21","","06:00","00:00",0,0,0,1,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2016/10"
"02237","명지부영점","부산광역시 강서구  신호산단3로 27 (신호동)","아파트상가","","35.0884452033821","128.873592033355","2016-10-23","","06:00","02:00",0,1,0,1,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2016/10"
"02258","평택이마트점","경기도 평택시 비전5로 20-9","","","36.9993917139736","127.113954913337","2016-10-21","","00:00","00:00",1,0,1,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2016/10"
"02270","영등포KT점","서울특별시 영등포구 영중로 119(영등포동8가)","리마크빌 영등포 1층","","37.526848314445","126.905176591009","2016-10-31","","00:00","00:00",1,1,1,1,1,0,1,0,0,0,1,0,0,"2026-04-29","2026-04-29","2016/10"
"02281","보령동대행복점","충청남도 보령시 큰오랏3길 42","","","36.3492741518797","126.607012522965","2016-10-31","","00:00","00:00",1,0,0,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2016/10"
"02295","시흥부성점","경기도 시흥시 옥구천동로449(정왕동)","","","37.3604322831816","126.733094699113","2016-10-31","","07:00","01:00",0,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2016/10"
"02335","중구명동점","서울특별시 중구 퇴계로14길 29(남산동1가)","그랜드 필드","","37.5591939658366","126.983978490389","2016-11-16","","07:00","01:00",0,0,0,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2016/11"
"02336","공주의료원점","충청남도 공주시 왕릉로 12(웅진동)","","","36.4584247799335","127.110754260762","2016-11-21","","07:00","23:00",0,0,0,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2016/11"
"02344","남양주시청점","경기도 남양주시 사릉로34번길 51","","","37.636295421242","127.214030953208","2016-11-18","","06:00","01:00",0,0,1,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2016/11"
"02353","거제운동장점","경상남도 거제시 계룡로 166(고현동)","1층","","34.884282957071","128.620094165282","2016-11-17","","06:00","00:00",0,1,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2016/11"
"02357","쌍촌원룸점","광주광역시 서구 쌍촌로 47번길 40","","","35.1477926763256","126.860858897454","2016-11-26","","06:00","00:00",1,0,0,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2016/11"
"02376","양평삼거리점","경기도 양평군 양평읍 시민로 6-1","","","37.4889844480847","127.492859926364","2016-12-07","","08:00","22:00",0,0,0,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2016/12"
"02407","서산여고점","충청남도 서산시  정주골6길 32 (석림동)","","","36.7700570264167","126.468363439049","2016-11-30","","07:00","22:00",0,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2016/11"
"02413","우치공원정문점","광주광역시 북구 우치로 677","","","35.2243138841138","126.894242056873","2016-11-30","","09:00","18:00",0,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2016/11"
