"code","title","address","address_detail","phone","lat","lng","open_date","end_date","start_hhmm","end_hhmm","is_24h","svc_parcel","svc_atm","svc_wine","svc_coffee","svc_smoothie","svc_apple","svc_toto","svc_auto","svc_pickup","svc_chicken","svc_noodle","tobacco_license","first_seen_at","last_seen_at"
"27215","R울산효문점","울산광역시 북구 효자로 107-1","","","35.5708830917943","129.367216432364","2023-12-07","","00:00","00:00",1,0,0,1,1,0,0,0,1,0,1,1,0,"2026-04-29","2026-04-29"
"27255","서산무학로점","충청남도 서산시 무학로 1895","","","36.7702062235121","126.435876292389","2023-12-20","","06:00","23:00",0,0,0,0,1,0,0,0,0,0,0,1,0,"2026-04-29","2026-04-29"
"27316","R고창대산점","전북특별자치도 고창군 대산면 대성로 227","104호","","35.3384956431889","126.599442478617","2023-12-01","","05:30","00:30",0,0,0,1,1,0,0,0,0,0,0,1,0,"2026-04-29","2026-04-29"
"27335","R고덕디에트르점","경기도 평택시 고덕국제6로 16","103, 104호","","37.0339117192099","127.034322546622","2023-12-04","","00:00","00:00",1,1,0,1,1,0,0,0,1,0,0,0,0,"2026-04-29","2026-04-29"
"27339","R부천여월중앙점","경기도 부천시 소사로669번길 30","101호","","37.5171358366506","126.802706916975","2023-12-01","","00:00","00:00",1,0,0,1,1,0,0,0,1,0,0,1,0,"2026-04-29","2026-04-29"
"27347","영남대역점","경상북도 경산시 대학로 285","","","35.836785370331","128.753359140004","2023-12-07","","00:00","00:00",1,1,1,1,0,0,0,0,0,0,0,1,0,"2026-04-29","2026-04-29"
"27365","무창포바다점","충청남도 보령시 웅천읍 열린바다로 334-15","","","36.2421688557459","126.534940774613","2023-12-04","","06:00","00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"27366","대전죽동칸타빌점","대전광역시 유성구 죽동로 39","단지내상가 103,104호","","36.3710852704288","127.332910339151","2023-12-06","","00:00","00:00",1,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"27375","제천IC점","충청북도 제천시 봉양읍 북부로 1459","1층","","37.1310645164836","128.13151930852","2023-12-04","","00:00","00:00",1,0,0,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"27385","갈현타운점","서울특별시 은평구 갈현로19길 4","","","37.6152354903478","126.912434773518","2023-12-13","","06:00","01:00",0,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"27390","R역곡미라클점","경기도 부천시 역곡로13번길 17-1","","","37.4859650063648","126.810274490586","2023-12-12","","06:00","01:00",0,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"27391","당하풍림점","인천광역시 서구 청마로148번길 9","101호","","37.5907898226349","126.678371292","2023-12-08","","00:00","00:00",1,1,0,0,0,0,0,0,0,0,1,0,0,"2026-04-29","2026-04-29"
"27396","새울2발전소점","울산광역시 울주군 서생면 신리길 64","지번주소: 울산광역시 울주군 서생면 신암리 825-1, 새울2발전소","","35.3385775990455","129.318540300129","2023-12-14","","00:00","00:00",1,0,0,0,1,0,0,0,1,0,0,1,0,"2026-04-29","2026-04-29"
"27397","새울2발전소위성점","울산광역시 울주군 서생면 해맞이로 658-63","","","35.3367205518594","129.30818145211","2023-12-14","","00:00","00:00",1,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"27405","R판교알파돔점","경기도 성남시 분당구 분당내곡로 117","알파돔타워Ⅳ 105호","","37.3943014713942","127.112200514447","2023-12-13","","07:00","00:00",0,1,0,0,1,0,1,0,0,0,0,1,0,"2026-04-29","2026-04-29"
"27406","무안승원팰리체점","전라남도 무안군 무안읍 하마로 15","상가 104,105호","","34.9843864612315","126.47171604901","2023-12-07","","00:00","00:00",1,1,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"27415","양양동산항점","강원특별자치도 양양군 현남면 동산큰길 19","","","37.97758124118","128.759091583994","2023-12-08","","00:00","00:00",1,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"27416","주안로얄점","인천광역시 미추홀구 미추홀대로 589","","","37.4499411751644","126.679524549232","2023-12-08","","06:00","00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"27418","self대동에너지주유소점","전라남도 강진군 마량면 청자로 2281","","","34.464195637454","126.813516509851","2023-12-08","","00:00","00:00",1,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"27419","용암월평로점","충청북도 청주시 상당구 월평로218번길 54","","","36.6067793633298","127.50525465817","2023-12-07","","00:00","00:00",1,1,0,1,0,0,0,0,1,0,0,0,0,"2026-04-29","2026-04-29"
"27425","예천모아엘가점","경상북도 예천군 호명면 양지로 55","모아엘가에듀 상가 103, 104호","","36.5797798189076","128.479737981376","2023-12-22","","00:00","00:00",1,1,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"27435","광주금남계림점","광주광역시 동구 동계천로 85","1층","","35.1524229614958","126.920497549125","2023-12-20","","00:00","00:00",1,0,1,1,0,0,0,0,1,0,1,1,0,"2026-04-29","2026-04-29"
"27438","광주금호서광점","광주광역시 서구 금화로73번길 6-1","","","35.1329305103891","126.856856552576","2023-12-15","","07:00","01:00",0,1,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"27446","대전트리풀시티점","대전광역시 유성구 도안동로 422","근린생활시설1 4,5호","","36.3420861764747","127.348212529377","2023-12-18","","00:00","00:00",1,1,0,1,1,0,0,0,1,0,0,0,0,"2026-04-29","2026-04-29"
"27447","서초위브점","서울특별시 서초구 강남대로39길 5","","","37.4861818528638","127.032624415585","2023-12-19","","06:00","01:00",0,1,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"27448","R해남중앙점","전라남도 해남군 해남읍 중앙2로 147","","","34.5662028211642","126.594837043732","2023-12-20","","00:00","00:00",1,0,0,1,1,0,0,0,1,0,1,1,0,"2026-04-29","2026-04-29"
"27465","서정롯데캐슬점","경기도 평택시 송탄로 170","","","37.0600044695333","127.060569014263","2023-12-18","","07:00","01:00",0,1,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"27466","송도씨워크점","인천광역시 연수구 센트럴로 313","C동 178~179호","","37.4015590204823","126.631564765403","2023-12-22","","00:00","00:00",1,1,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"27467","송도씨워크위성점","인천광역시 연수구 센트럴로 313","한라B137호(송도동)","","37.4015590204823","126.631564765403","2023-12-22","","00:00","00:00",1,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"27475","김해센텀두산위브점","경상남도 김해시 주촌면 천곡로 38","402동 106호","","35.2321441278092","128.836880085759","2023-12-20","","06:00","01:00",0,1,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"27476","경주안강삼도점","경상북도 경주시 안강읍 구부랑4길 14","","","36.0022685533126","129.195297785201","2023-12-20","","07:00","01:00",0,1,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"27478","R의정부용현점","경기도 의정부시 용민로7번길 54","건영아파트 상가동 B101,102호","","37.7366791483602","127.078636939692","2023-12-15","","07:00","00:00",0,1,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"27479","대전한밭도서관점","대전광역시 중구 과례로 23","","","36.3108005867547","127.410116357656","2023-12-22","","07:00","00:00",0,1,0,1,1,0,0,0,0,0,0,1,0,"2026-04-29","2026-04-29"
"27485","성남신흥타운점","경기도 성남시 수정구 산성대로269번길 20","","","37.4424673850106","127.146159817622","2023-12-20","","00:00","00:00",1,1,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"27499","포항포스코점","경상북도 포항시 남구 동해안로 6261","","","35.998765593911","129.382450041981","2023-12-27","","07:00","19:00",0,1,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"27500","포항제철소압연점","경상북도 포항시 남구 동해안로 6262","","","35.9970807152635","129.386994679499","2023-12-27","","07:00","19:00",0,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"27502","R포항동촌프라자점","경상북도 포항시 남구 동해안로6213번길 22","","","35.9962337458755","129.386507796772","2023-12-27","","00:00","00:00",1,1,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"27503","포항기술연구소점","경상북도 포항시 남구 동해안로 6262","","","","","2023-12-27","","08:00","18:00",0,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"27504","포항제철소파이넥스점","경상북도 포항시 남구 동해안로 6262","","","","","2023-12-27","","08:00","18:00",0,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"27505","마곡골든점","서울특별시 강서구 마곡중앙6로 89","","","37.5601717056669","126.837293234957","2023-12-21","","00:00","00:00",1,0,1,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"27521","옥과중앙점","전라남도 곡성군 옥과면 대학로 125","","","35.2753324581874","127.133578794581","2023-12-22","","00:00","00:00",1,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"27522","역삼서희점","서울특별시 강남구 도곡로3길 19","1층 109호","","37.4913752931702","127.032510770743","2023-12-26","","00:00","00:00",1,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"27525","오남한양병원점","경기도 남양주시 오남읍 양지로 47-55","지하3층 일부","","37.6823175909669","127.204372518458","2023-12-26","","00:00","00:00",1,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"27537","SMART한스캠핑장점","강원특별자치도 원주시 신림면 신림황둔로 1070-10","","","37.2546376863047","128.177554667084","2023-12-27","","00:00","00:00",1,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"27538","양산지안스로가점","경상남도 양산시 호국학도병길 17","","","35.3484643352992","129.041734719505","2023-12-28","","06:00","00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"27557","울산양지바른점","울산광역시 동구 양지5길 27","","","35.4966348057115","129.420309391453","2023-12-29","","06:00","01:00",0,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
"27558","미음허브점","부산광역시 강서구 미음국제3로 54","","","35.1457961012399","128.869891587222","2023-12-30","","06:00","00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29"
